accessURI,catalogNumber,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus,Image
https://fm-digital-assets.fieldmuseum.org/1072/487/C0665657F.jpg,C0665657F,Ken Young & Mark Eisenberg 265,K. Young,M. Eisenberg,265,20 April 1981,1981-04-20,N/A,Thelypteris (subg. Amauropelta) cheilanthoides (Kunze) Proctor,Thelypteris cheilanthoides,A. R. Smith,1989,N/A,Peru,Cuzco,La Convencion,N/A,"Just east of Quillabamba. Finca Chichina; cocoa, coffee, yuca, mangoes, bananas, corn crops grown.",Just east of Quillabamba Finca Chichina,"cocoa, coffee, yuca, mangoes, bananas, corn crops grown Terrestrial",Alt. 1300-1400 m.,N/A,2038794 | C0665657F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/330/762/C0045536F.jpg,C0045536F,Thomas G. Lammers,T. G. Lammers,N/A,10674,9 May 1998,1998-05-09,N/A,Dryopteris carthusiana (Vill.) H.P. Fuchs,Dryopteris carthusiana,N/A,N/A,N/A,United States of America,Illinois,Cook,Palos,"Swallow Cliffs Woods Forest Preserve, southwest of the jct. of US Hwy 45 and State Hwy 83","Swallow Cliffs Woods Forest Preserve, southwest of the junction of United States Highway 45 and State Highway 83",Local in mesic maple-basswood forest on steep slopes of deep ravine south of toboggan run,N/A,N/A,C0045536F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1139/892/C0627900F.jpg,C0627900F,Louis O. Williams Antonio Molina R. Albertina R. Molina,L. O. Williams,A. Molina R. | A. R. Molina,12562,"Mayo 22, 1963",1963-05-22,N/A,Polypodium montigenum Maxon,Polypodium montigenum,A. Molina R.,N/A,N/A,El Salvador,Santa Ana,N/A,N/A,Epifita. Bosque abierto de Montaña Montecristo,Montaña Montecristo,Epifita. Bosque abierto de Montaña,Alt. 2000 m.,N/A,1661895 | C0627900F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/217/945/V0082645F.jpg,V0082645F,M. O. Dillon,M. O. Dillon,N/A,5376,21 Dec 1987,1987-12-21,N/A,Notholaena mollis Kunze,Notholaena mollis,unsure and check,N/A,N/A,Chile,Antofagasta,Antofagasta,Taltal,"Cerro Perales, ca. 5 km E of Taltal","Cerro Perales, approximately 5 kilometers east of Taltal","Terrestrial, growing in rock crevices",600-850 m alt.,"(25° 25' S, 70° 25' W)",2010984,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1073/191/C0666362F.jpg,C0666362F,ROLLA M. & ALICE F. TRYON,R. M. Tryon,A. F. Tryon,6566,23 October 1965,1965-10-23,N/A,"Thelypteris rufa (Poir.) A.R.Smith, ined.",Thelypteris rufa,A. R. Smith,"1979, 1989",Thelypteris lindigii,Peru,Ancash,N/A,N/A,"Road from Huaras to Cusma, west valley.","Road from Huaras to Cusma, west valley",damp shaded rocks,2800 m.,N/A,C0666362F | C83306B,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1073/037/C0666207F.jpg,C0666207F,E. P. Killip Collector No. 29724 A. C. Smith,E. P. Killip,A. C. Smith,29724,"Sep 20-22, 1929",1929-09-20,1929-09-22,Thelypteris pennata (Poiret) C. Morton,Thelypteris pennata,A. R. Smith,1989,N/A,Peru,Loreto,N/A,Soledad,"Soledad, on Rio Itaya, at about 130 meters; dense forest",Soledad on Rio Itaya,dense forest,about 130 meters,N/A,1520068 | C0666207F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1073/036/C0666206F.jpg,C0666206F,F. P. KILLIP Collectors A. C. SMITH,F. P. Killip,A. C. Smith,29437,"September 18, 1929",1929-09-18,N/A,Thelypteris pennata (Poiret) C. Morton,Thelypteris pennata,A. R. Smith,1989,N/A,Peru,Loreto,N/A,San Antonio,"San Antonio, on Rio Itaya alt. about 110 meters, dense forest",San Antonio on Rio Itaya,dense forest,alt. about 110 meters,N/A,1520667 | C0666206F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1073/033/C0666203F.jpg,C0666203F,COLL. MACBRIDE & FEATHERSTONE,J. F. Macbride,W. Featherstone,1622,"JULY 8-22, 1922",1922-07-08,1922-07-22,Thelypteris pavoniana (Klf.) Tryon,Thelypteris pavoniana,A. R. Smith,1979,N/A,Peru,N/A,N/A,Mito,MITO,Mito,Summit dirt ledges of the grass-shrub formation,ABOUT 9000 FT.,N/A,518129 | C0666203F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1073/032/C0666202F.jpg,C0666202F,"J. J. WURDACK No. 705 Collected in collaboration with the Museo de Historia Natural ""Javier Prado"", Lima, assisted by a grant from the National Science Foundation",J. J. Wurdack,"Museo de Historia Natural ""Javier Prado"" | National Science Foundation",705,1 June 1962,1962-06-01,N/A,Thelypteris (Thelypteris) pavoniana (Klotzsch),Thelypteris pavoniana,D. B. Lellinger | A. R. Smith,"1966 | 1979, 1989",N/A,Peru,Amazonas,Chachapoyas,N/A,Upper slopes of Puma-urcu east-southeast of Chachapoyas,Upper slopes of Puma-urcu east-southeast of Chachapoyas,"On banks, locally frequent",elev. 2700-3000 m,N/A,1647265 | C0666202F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1072/942/C0666112F.jpg,C0666112F,ROLLA M. TRYON & ALICE F. TRYON,R. M. Tryon,A. F. Tryon,5202,"Aug. 13, 1956",1956-08-13,N/A,Thelypteris opulenta (Kaulf.) Fosberg,Thelypteris opulenta,A. R. Smith,"1979, 1990",N/A,Peru,Loreto,Maynas,N/A,"Rio Itaya, 10 km. s. of Iquitos.","Rio Itaya, 10 kilometers south of Iquitos",In old banana planting,N/A,N/A,1587072 | C0666112F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1081/508/C0639123F.jpg,C0639123F,"Louis O. Williams, Antonio Molina R. and Terua P. Williams",L. O. Williams,A. Molina R. | T. P. Williams,23634,"January 8-15, 1963",1963-01-08,1963-01-15,Lycopodium clavatum L.,Lycopodium clavatum,C. V. Morton | D. B. Lellinger,1964,N/A,Nicaragua,Matagalpa,N/A,N/A,"Cloud forest area, Sta. María de Ostuma, Cordillera Central de Nicaragua between Matagalpa and Jinotega, Department of Matagalpa","Cloud forest area, Sta. María de Ostuma, Cordillera Central de Nicaragua between Matagalpa and Jinotega",Terrestrial on open bank,alt. 1300-1500 meters,N/A,1604338 | C0639123F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1748/926/C0675553F.jpg,C0675553F,"John T. Atwood, Jr.",J. T. Atwood,N/A,77105,8 Feb. 1977,1977-02-08,N/A,Adiantum trapeziforme L.,Adiantum crabera,M. R. McCarthy,2012,N/A,Nicaragua,Granada,N/A,N/A,Volcan Mombacho. Lower cloud forest near finca Cutirre.,Volcan Mombacho near finca Cutirre,Lower cloud forest,N/A,N/A,1868242,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1749/002/C0675619F.jpg,C0675619F,H. et al.,H.,et al.,7644,4-21-36,1936-04-21,N/A,Adiantum eubrachium McCarthy & Hickey,Adiantum exuberans,M. R. McCarthy,2012,N/A,Mexico,México,Temascaltepec,Pantoja,"Locality Pantoja District Temascaltepec, Méx. Mexico.",Pantoja,dry barranca,N/A,N/A,954869,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1751/323/C0355438F.jpg,C0355438F,Leg. R.A. Maas Geesteranus no. 5744 d.d. 12-VIII-1949,R. A. Maas Geesteranus,N/A,5744,12-VIII-1949,1949-08-12,N/A,Asplenium sandersonii Hook.,Asplenium sandersonii,R. Faden,1976,Conopharyngia holstii,Kenya,Nyanza Province,Kericho,N/A,"South Western Mau Forest Reserve, camp 8","South Western Mau Forest Reserve, camp 8","riparian-woodland along the river Itare, among others with Conopharyngia holstii",1920 m s.m.,"lat. 0°36'30"" S., long. 35°18'20"" E.",1445440 | C0355438F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1824/625/C0359489F.jpg,C0359489F,"M. Véliz con J. M. Véliz, J. Charco, H. Sains, J. Lopez y R. Esteban",M. Véliz,J. M. Véliz | J. Charco | H. Sains | J. Lopez | R. Esteban,MV 16199,22/XI/2005,2005-11-22,N/A,Lophosoria quadripinnata (J.F. Gmel.) C. Chr. var quadripinnata,Lophosoria quadripinnata var quadripinnata,M. Véliz,24/XI/2005,Quercus sp,Guatemala,Jalapa,N/A,Aldea San Raymundo,"Aldea San Raymundo, rio Manzanillos","Aldea San Raymundo, rio Manzanillos","Helecho muy frecuente, con frondes compuestos, glaucos en el envés, creciendo dentro de bosque de Quercus sp",Altitud 2308 msnm,"14° 33' 43.7"" N, 90° 06' 19.70"" O",2298970 | C0359489F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1752/612/C0662895F.jpg,C0662895F,"CHAS. F. MILLSPAUGH, M. D.",C. F. Millspaugh,N/A,893,JAN. 28-FEB. 6.,1899-01-28,1899-02-06,Asplenium dentatum L.,Asplenium dentatum,N/A,N/A,N/A,Jamaica,N/A,N/A,Port Antonio,PORT ANTONIO; JAN. 28-FEB. 6.,Port Antonio,N/A,N/A,N/A,C0662895F,Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1847/286/C0363828F.jpg,C0363828F,T. G. YUNCKER,T. G. Yuncker,N/A,"17,429","Nov. 17, 1957",1957-11-17,N/A,Lycopodium cernuum L.,Lycopodium cernuum,N/A,N/A,N/A,Jamaica,St. Andrew,N/A,N/A,near Bellevue,near Bellevue,"Scrambling over side of cut, along trail",Alt. 3000-4000 ft.,N/A,C0363828F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1847/445/C0363985F.jpg,C0363985F,Carvalho,Carvalho,N/A,2092,25-VII-1986,1986-07-25,N/A,Lycopodiella cernua (L.) Pic.-Serm.,Lycopodiella cernua,J. Fernández Casas,1991,N/A,Equatorial Guinea,Bioko,N/A,Malabo,"Malabo - Basile, km 13, cerca de Basile, 32NMK7808, 390 m, márgenes de la carretera",kilometer 13 near Basile margins of the road,Postrada Forma pequeñas colonias dispersas,390 m,32NMK7808,C0363985F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1847/568/C0363442F.jpg,C0363442F,Henk van der Werff,H. van der Werff,N/A,11699,12 June 1990,1990-06-12,N/A,Diplazium assimile (Endl.) Bedl.,Diplazium assimile,H. van der Werff,1991,N/A,Australia,Queensland,N/A,N/A,"Boonjee logging area, at base of Mt. Bartle Frere.","Boonjee logging area, at base of Mount Bartle Frere",Rainforest,N/A,145°43'E 17°25'S,2094887 | C0363442F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2128/136/C0378283F.jpg,C0378283F,M. Tagawa & K. Iwatsuki,M. Tagawa,K. Iwatsuki,1150,"July 28, 1955",1955-07-28,N/A,Diplazium amabile (Tag.) Tag.,Diplazium amabile,N/A,N/A,N/A,Japan,Kagoshima,N/A,Kanoya City,"western slope of Mt. Hoyoshi, south of Kanoya City","western slope of Mount Hoyoshi, south of Kanoya City",Wet rocky slope in densely wooded ravine,N/A,N/A,1475055 | C0378283F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1862/027/C0364726F.jpg,C0364726F,W. Takeuchi & J. Wiakabu,W. Takeuchi,J. Wiakabu,9366,"February 5, 1994",1994-02-05,N/A,Blechnum ledermannii Brause,Blechnum ledermannii,N/A,N/A,N/A,Papua New Guinea,New Ireland,N/A,N/A,Hans Meyer Range. Site 4 on the expedition report.,Hans Meyer Range Site 4,Pristine submontane forest dominated by bryophytic and ferny growth,c. 1800 m,4°25'S X 152°59'E,2158436 | 0FCZ0683-A,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1864/937/C0366013F.jpg,C0366013F,Tagawa & Iwatsuki,M. Tagawa,K. Iwatsuki,888,"May 20, 1956",1956-05-20,N/A,Dryopteris crassirhizoma Nakai,Dryopteris crassirhizoma,N/A,N/A,N/A,Japan,N/A,N/A,N/A,JAPAN,[precise locality unknown],N/A,N/A,N/A,1479001 | C0366013F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1863/394/C0366453F.jpg,C0366453F,"Coll. J. Ohwi, April 1951",J. Ohwi,N/A,s.n.,April 1951,1951-04-00,N/A,Polystichum tripteron Presl,Polystichum tripteron,N/A,N/A,N/A,Japan,Kanagawa,N/A,Zushi,Hondo: Jinmuji in Sagami,Jinmuji in Sagami,N/A,N/A,N/A,1464206 | ASN. No. 202 | NSM. No. 202,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1862/882/C0364207F.jpg,C0364207F,Father Morice Vanoverbergh,M. Vanoverbergh,N/A,3591,April 13,0000-04-13,N/A,Asplenium contiguum Kaulf.,Asplenium contiguum,N/A,N/A,N/A,Philippines,Luzon,Bontoc Subprovince,N/A,"Bontoc Subprovince, Luzon",[precise locality unknown],N/A,N/A,N/A,393429 | C0364207F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1897/625/C0376117F.jpg,C0376117F,R.B. & A.J. Faden,R. B. Faden,A. J. Faden,77/53,5 Jan. 1977,1977-01-05,N/A,Pyrrosia lanceolata (L.) Farw.,Pyrrosia lanceolata,D. B. Lellinger,1979,N/A,Sri Lanka,North Western Province,Kurunegala,N/A,"Doluwakanda Hill, ca. 7°37'N, 80°24'30""E.",Doluwakanda Hill,Forest. Locally common. Lithophyte. Rhizome creeping; fronds widely spaced.,600 m,"ca. 7°37'N, 80°24'30""E.",C0376117F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1904/108/C0377881F.jpg,C0377881F,"By Albert N. Steward, C. Y. Chiao, and H. C. Cheo",A. N. Steward,C. Y. Chiao | H. C. Cheo,344,"Sept. 4, 1931",1931-09-04,N/A,Dryopteris esquirolii Christ,Dryopteris esquirolii,N/A,N/A,N/A,China,Guizhou,N/A,N/A,Ta Ho Yen FAN CHING SHAN,"Ta Ho Yen, Fan Ching Shan",Moist brushy slope,alt. 980 m.,N/A,C0377881F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1909/756/C0382365F.jpg,C0382365F,J.F. Barcelona,J. F. Barcelona,N/A,48,November 1989,1989-11-00,N/A,Selaginella cf. repanda,Selaginella philippina,J. F. Barcelona | J. F. Barcelona,Nov. 1989 | 13 Sept. 2005,N/A,Philippines,Western Visayas,Antique,Sibalom,"Egaña along a moist places | Egaña on shaded & moist areas | Egaña - on shaded & moist areas | ""Gaña Abana""",Egaña,along riverbank | in shaded & moist places | on shaded & moist areas,above sea level meters | above the sea meters,N/A,190135 | 190235 | 018274-1 | 2210265,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1896/920/C0368029F.jpg,C0368029F,Col. L. & A. Fay,L. Fay,A. Fay,1206,11 Apr 1985,1985-04-11,N/A,FERN Drynaria laurentii (Christ.) Hieron.,Drynaria laurentii,N/A,N/A,N/A,Liberia,N/A,N/A,N/A,Cuttington University College. Alt. 250 m.,Cuttington University College,On tree trunk about 10 feet from ground common in groves of rubber trees on trunks,Alt. 250 m.,N/A,2111378,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1990/120/C0356535F.jpg,C0356535F,Coll. H. St. John,H. St. John,N/A,16662,"Aug. 26, 1934",1934-08-26,N/A,Humata banksii Alston,Humata banksii,E. B. Copeland,N/A,N/A,French Polynesia,Austral Islands,Rurutu,N/A,"Northwest slope of Teape, Teti woods, on mossy tree limb, altitude 350 meters","Northwest slope of Teape, Teti woods",on mossy tree limb Epiphyte Fronds mostly pendent coriaceous,altitude 350 meters,N/A,1435764,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1995/841/C0383576F.jpg,C0383576F,T. G. YUNCKER,T. G. Yuncker,N/A,"18,561","Mar. 30, 1958",1958-03-30,N/A,Selaginella plana (Desv.) Hieron.,Selaginella plana,N/A,N/A,N/A,Jamaica,Portland,N/A,N/A,"John Crow Mts., 1.5-2 miles southwest of Ecclesdown","John Crow Mountains, 1.5 to 2 miles southwest of Ecclesdown","On wet embankment along trail, rain forest",Alt. 1500-2500 ft.,N/A,C0383576F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1982/572/C0383180F.jpg,C0383180F,A. Carestia.,A. Carestia,N/A,s.n.,1871.,1871-00-00,N/A,LYCOPODIUM COMPLANATUM L.,Lycopodium complanatum,J. H. Wilce,1962,N/A,Italy,Piemonte,Vercelli,Scopello,Salita alla Boscarola presso Scopello in Valsesia,Salita alla Boscarola near Scopello in Valsesia,N/A,N/A,N/A,789,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/1991/498/C0358423F.jpg,C0358423F,coll. G.J. Chamberlain,G. J. Chamberlain,N/A,s.n.,"Oct. 15, 1911",1911-10-15,N/A,Trichomanes reniforme,Trichomanes reniforme,N/A,N/A,N/A,New Zealand,N/A,N/A,Ohakune,"Ohakune,",Ohakune,N/A,N/A,N/A,C0358423F,Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2116/918/C0662992F.jpg,C0662992F,"R. L. Wilbur no. 8185 E. L. Dunn, H. A. Hespenheide, D. R. Wiseman",R. L. Wilbur,E. L. Dunn | H. A. Hespenheide | D. R. Wiseman,8185,2 August 1964,1964-08-02,N/A,Cnemidaria grandifolia (Willd.) Proctor var. grandifolia,Cnemidaria grandifolia var. grandifolia,R. L. Wilbur,1966,N/A,Dominica,Saint Paul,N/A,N/A,Disturbed rainforest in the upper Layou Valley about 5 miles from Clarke Hall towards Pont Cassé,upper Layou Valley about 5 miles from Clarke Hall towards Pont Cassé,Disturbed rainforest,N/A,N/A,1670026,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2128/029/C0377971F.jpg,C0377971F,R.B. & A.J. Faden,R. B. Faden,A. J. Faden,77/31,2 Jan 1977,1977-01-02,N/A,Trigonosporus obtusilobus Sledge,Trigonosporus obtusilobus,Sledge,N/A,N/A,Sri Lanka,Central Province,Nuwara Eliya District,N/A,between mile posts 45/3 and 46/4 on Nuwara Eliya-Kandy road,between mile posts 45/3 and 46/4 on Nuwara Eliya-Kandy road,Shady moist bank near stream Local and uncommon,ca 1980 m,"6°59'N, 80°45'E",2089703 | C0377971F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/326/926/C0003693F.jpg,C0003693F,leg. HK.,H. K.,N/A,68/641,5.VII.1968,1968-07-05,N/A,Crucispora naucorioides HK. 1971 (Typus),Crucispora naucorioides,H. K.,1971,Cyathea dealbata | Cyathea smithii | Phyllocladus | Podocarpus,New Zealand,Waikato,Coromandel Peninsula,N/A,"Kauaeranga Valley, Coromandel Peninsula, N.Z.",Kauaeranga Valley,"in Humus unter Cyathea dealbata, C. smithii, Phyllocladus, Podocarpus, etc.",N/A,N/A,1017207 | C0003693F,Mix of Handwritten and Typed,Typus,
https://fm-digital-assets.fieldmuseum.org/407/128/C0004429F.jpg,C0004429F,Coll. Singer,R. Singer,N/A,B 7463,14 V 1973,1973-05-14,N/A,HYGROCYBE DIMORPHOBASIDIATA Sing.,Hygrocybe dimorphobasidiata,R. Singer,N/A,N/A,Ecuador,Napo,N/A,Lago Agrio,Lago Agrio,Lago Agrio,Ad terram in hylaea,N/A,N/A,1017827 | C0004429F,Mix of Handwritten and Typed,TYPUS,
https://fm-digital-assets.fieldmuseum.org/407/130/C0004430F.jpg,C0004430F,Coll. Singer M10517,R. Singer,N/A,M10517,23 II 1988,1988-02-23,N/A,HYGROCYBE FUEGIANA Sing. (= H. rosea sensu Horak),Hygrocybe fuegiana,R. Singer,N/A,Sphagnum spec. | Rubus geoides,Argentina,Tierra del Fuego,Ushuaia,N/A,"road Ushuaia-Lago Fagnano, SW of highest point","road Ushuaia to Lago Fagnano, southwest of highest point",Gregarious in bog margin with Sphagnum spec. and Rubus geoides,N/A,N/A,F1075922 | C0004430F,Mix of Handwritten and Typed,holotype,
https://fm-digital-assets.fieldmuseum.org/276/684/C0000578F.jpg,C0000578F,"John J. Engel, Matt von Konrat & John E. Braggins",J. J. Engel,M. von Konrat | J. E. Braggins,23773,12 February 2003,2003-02-12,N/A,Telaranea lindenbergii var. papillata Engel & Merr. c. per. + sporo,Telaranea lindenbergii var. papillata,unsure and check,N/A,Blechnum novae-zelandiae | Weinmannia | Dicksonia squarrosa | Leptospermum scoparium,New Zealand,Auckland,N/A,N/A,"NORTH ISLAND. AUCKLAND PROV.: Whareorino Forest, start of track to Leitch's Hut","Whareorino Forest, start of track to Leitch's Hut","Clay banks with Blechnum novae-zelandiae overhang, Weinmannia and Dicksonia squarrosa dominant canopy and occasional Leptospermum scoparium",280 m.,"38° 24.5' S., 174° 49.8' E.",1173554 | C0000578F,Mix of Handwritten and Typed,holotype,
https://fm-digital-assets.fieldmuseum.org/2535/382/C2079898F.jpg,C2079898F,Marko Lewis,M. Lewis,N/A,78-2684,21-22 November 1978,1978-11-21,1978-11-22,Kindbergia praelonga (Hedw.) Ochyra,Kindbergia praelonga,W. C. Steere,N/A,N/A,Ecuador,Imbabura,N/A,Cotacachi,"E. side of Cerro Cotacachi, NW of Cotacachi","east side of Cerro Cotacachi, northwest of Cotacachi",Wet bank of runoff ravine,3750 m.,"0°22'N., 78°20'W.",1065158 | C2079898F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2537/873/C2077559F.jpg,C2077559F,"Marko Lewis, no. 78-3163",M. Lewis,N/A,78-3163,8 December 1978,1978-12-08,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata,E. De Luna | W. C. Steere,1992,N/A,Ecuador,Azuay,N/A,N/A,"Area Nacional de Recreación ""Cajas"", forested hill S. of ""Surrochucho"" (Laguna Llaviuco), SW of Sayausí, 2°55'S., 79°09'W.","Area Nacional de Recreación Cajas, forested hill south of Surrochucho, Laguna Llaviuco, southwest of Sayausí",Stone wall,3240 m.,"2°55'S., 79°09'W.",1065433 | C2077559F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2537/883/C2077563F.jpg,C2077563F,"Leg. R. Benoist, n° 4659 pp.",R. Benoist,N/A,4659,MAR 1952,1952-03-00,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata,E. De Luna,1997,N/A,Ecuador,Pichincha,N/A,Quito,Equateur. environs de Quito.,environs de Quito,N/A,N/A,N/A,1689453 | 1089453 | C2077563F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2537/887/C2077564F.jpg,C2077564F,"Lég. R. Benoist, 27 mars 1930, n° 2279",R. Benoist,N/A,2279,27 mars 1930,1930-03-27,N/A,Hedwigia albicans (Web.) Lindb.,Hedwigia ciliata,E. De Luna,1992,N/A,Ecuador,Pichincha,N/A,Quito,Sur rocher d'andésite,on andesite rock,N/A,N/A,N/A,1089455 | C2077564F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2537/891/C2077565F.jpg,C2077565F,"COLLECTED BY R. S. WILLIAMS, 1901-1902",R. S. Williams,N/A,2850,"April 30, 1902",1902-04-30,N/A,Hedwigia albicans (Wett.) Lindb.,Hedwigia ciliata,E. De Luna,1992,N/A,Bolivia,La Paz,N/A,Pelechuco,"near Pelechuco, 3000 meters",near Pelechuco,N/A,3000 meters,N/A,1689454 | 1089454 | C2077565F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2537/895/C2077566F.jpg,C2077566F,"Marko Lewis, no. 79-1237A",M. Lewis,N/A,79-1237A,22 March 1979,1979-03-22,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata,E. De Luna,1992,N/A,Bolivia,La Paz,Larecaja,N/A,"Near large red out-crop 2 mi. from Sorata down Río Consata, 15° 41' S., 68° 43' W.",Near large red out-crop 2 miles from Sorata down Río Consata,Bromeliad habitat Abundant on rock faces of exposed cliffs,2630 m.,"15° 41' S., 68° 43' W.",1032221 | C2077566F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2537/899/C2077567F.jpg,C2077567F,"Marko Lewis, no. 79-1232",M. Lewis,N/A,79-1232,22 March 1979,1979-03-22,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata,E. De Luna,1992,N/A,Bolivia,La Paz,Larecaja,N/A,"Near large red out-crop 2 mi. from Sorata down Río Consata, 15° 41' S., 68° 43' W.",Near large red outcrop 2 miles from Sorata down Río Consata,Bromeliad-grass habitat on exposed cliffs,2630 m.,"15° 41' S., 68° 43' W.",1032219 | C2077567F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2537/903/C2077568F.jpg,C2077568F,"Marko Lewis, no. 79-1114",M. Lewis,N/A,79-1114,6 March 1979,1979-03-06,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata,E. De Luna,1992,N/A,Bolivia,La Paz,Saavedra,N/A,"On mountain side directly N. of river, beneath Niño Karine, NNW of Chuma, 15° 08' S, 69° 03' W","On mountain side directly north of river, beneath Niño Karine, north-northwest of Chuma",Humid cliffs and steep slopes,3320 m,"15° 08' S, 69° 03' W",1032220 | C2077568F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2537/908/C2077569F.jpg,C2077569F,F. J. Hermann,F. J. Hermann,N/A,25152,"December 27, 1972",1972-12-27,N/A,Hedwigia ciliata (Hedw.) Beauv.,Hedwigia ciliata,E. De Luna,1992,N/A,Bolivia,Cochabamba,Cochabamba,N/A,"On conglomerate boulder on shrubby NW slope of Mt. Tunari, near Liriuni Aguas Termales Hotel, alt. ca. 2700 m., 28 km. NW.","On conglomerate boulder on northwestern slope of Mount Tunari, near Liriuni Aguas Termales Hotel, 28 kilometers northwest",On conglomerate boulder on shrubby northwestern slope,alt. ca. 2700 m.,N/A,1040675 | C2077569F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2537/555/C2077570F.jpg,C2077570F,Ynes Mexia,Y. Mexia,N/A,6204,"Dec. 2, 1931",1931-12-02,N/A,Pilosium subchlorophyllosum C. Muell.,Pilosium subchlorophyllosum,N. Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Streamlet near mouth of Rio Santiago.,Above Pongo de Manseriche near mouth of Rio Santiago,On fallen log,Alt. 400 m.,N/A,1057692 | C2077570F,Mix of Handwritten and Typed,no type status,
https://fm-digital-assets.fieldmuseum.org/2537/556/C2077571F.jpg,C2077571F,Ynes Mexia,Y. Mexia,N/A,6804,"Dec. 2, 1931",1931-12-02,N/A,Pilosium subalorophyllum det. Bartram,Pilotrichum subchlorophyllosum,E. B. Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Streamlet near mouth of Rio Santiago. On fallen log.,"Above Pongo de Manseriche, near mouth of Rio Santiago",On fallen log,Alt. 400 m.,N/A,C2077571F,Mix of Handwritten and Typed,no type status,
