accessURI,catalogNumber,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
https://fm-digital-assets.fieldmuseum.org/1073/032/C0666202F.jpg,C0666202F,J. J. WURDACK No. 705,J. J. Wurdack,,705,1 June 1962,1962-06-01,,Thelypteris (Thelypteris) pavoniana (Klotzsch),Thelypteris pavoniana (Klotzsch) Tryon,A R Smith,"1979, 1989",,Peru,Amazonas,Chachapoyas,,Upper slopes of Puma-urcu east-southeast of Chachapoyas,Upper slopes of Puma-urcu east-southeast of Chachapoyas,"On banks, locally frequent",2700-3000 m,,1647265,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1072/942/C0666112F.jpg,C0666112F,Rolla M. Tryon & Alice F. Tryon,R. M. Tryon,A. F. Tryon,5202,"Aug. 13, 1956",1956-08-13,,Thelypteris,Thelypteris opulenta (Kaulf.) Fosberg,A R Smith,"1979, 1990",,Peru,Loreto,Maynas,PASS,"Rio Itaya, 10 km. s. of Iquitos","Rio Itaya, 10 kilometers south of Iquitos",In old banana planting,,,1587072,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1081/508/C0639123F.jpg,C0639123F,"Louis O. Williams, Antonio Molina R. and Terua P. Williams",L. O. Williams,A. Molina R. | T. P. Williams,23634,"January 8-15, 1963",1963-01-08,1963-01-15,Lycopodium clavatum L.,Lycopodium clavatum L.,C V Morton & D B Lellinger,1964,,Nicaragua,Matagalpa,,,"Cloud forest area, Sta. María de Ostuma, Cordillera Central de Nicaragua between Matagalpa and Jinotega, Department of Matagalpa, alt. 1300-1500 meters","Cloud forest area, Sta. María de Ostuma, Cordillera Central of Nicaragua between Matagalpa and Jinotega, Department of Matagalpa",Terrestrial on open bank,1300-1500 meters,,1604338,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1748/926/C0675553F.jpg,C0675553F,"John T. Atwood, Jr.",J T Atwood,,77105,8 Feb. 1977,1977-02-08,,Adiantum trapeziforme L.,Adiantum exuberans McCarthy & Hickey,M. R. McCarthy,2012,,Nicaragua,Granada,,,Volcan Mombacho. Lower cloud forest near finca Cutirre,Volcan Mombacho. Lower cloud forest near finca Cutirre,Lower cloud forest,,,1868242,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1749/002/C0675619F.jpg,C0675619F,H. et al.,G B Hinton,PASS,7644,4-21-35,1935-04-21,,Adiantum trapeziforme L.,Adiantum exuberans McCarthy & Hickey,M. R. McCarthy,2012,,Mexico,Méx,Temascaltepec,PASS,Pantoja,Pantoja,Dry barranca,,,954869,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1751/323/C0355438F.jpg,C0355438F,R.A.Maas Geesteranus,R. A. Maas Geesteranus,,5744,12-VIII-1949,1949-08-12,,Asplenium dregeanum Kze.,Asplenium sandersonii Hook.,R. Faden,1976,Conopharyngia holstii,Kenya,Nyanza,Kericho Distr.,,"South Western Mau Forest Reserve, camp 8, lat. 0°36'30"" S., long. 35°18'20"" E.","South Western Mau Forest Reserve, camp 8","riparian-woodland along the river Itare, epiphytic, frond fairly pale green; shaded, frequent",1920 m s.m.,"lat. 0°36'30"" S., long. 35°18'20"" E.",1445440,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1824/625/C0359489F.jpg,C0359489F,"M. Véliz con J. M. Véliz, J. Charco, H. Sains, J. Lopez y R. Esteban",M. Véliz,J. M. Véliz | J. Charco | H. Sains | J. Lopez | R. Esteban,MV 16199,22/XI/2005,2005-11-22,,Lophosoria quadripinnata (J.F. Gmel)C. Chr. var quadripinnata LOPHOSORIACEAE,Lophosoria quadripinnata (J.F. Gmel)C. Chr. var quadripinnata,M. Véliz,24/XI/2005,Quercus sp,Guatemala,Jalapa,,Aldea San Raymundo,río Manzanillos,río Manzanillos,"Helecho muy frecuente, con frondes compuestos, glaucos en el envés, creciendo dentro de bosque de Quercus sp",2308 msnm,"14° 33' 43.7"" N, 90° 06' 19.7"" O",2298970,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1752/612/C0662895F.jpg,C0662895F,"CHAS. F. MILLSPAUGH, M. D.",C. F. Millspaugh,,893,JAN. 28-FEB. 6,1899-01-28,1899-02-06,Asplenium dentatum L.,Asplenium dentatum L.,,,,Jamaica,,,Port Antonio,Port Antonio,PORT ANTONIO,,,,PASS,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1847/286/C0363828F.jpg,C0363828F,T. G. Yuncker,T. G. Yuncker,,17429,"Nov. 17, 1957",1957-11-17,,Lycopodium cernuum L.,Lycopodium cernuum L.,,,,Jamaica,St. Andrew,,,"Scrambling over side of cut, along trail near Bellevue","Scrambling over side of cut, along trail near Bellevue",Scrambling over side of cut,3000-4000 ft,,1483756,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1847/445/C0363985F.jpg,C0363985F,Carvalho,Carvalho,,2092,25-VII-1986,1986-07-25,,Lycopodiella cernua (L.) Pic.-Serm.,Lycopodiella cernua (L.) Pic.-Serm.,J. Fernández Casas,1991,,Equatorial Guinea,Bioco,,,"Malabo - Basilé, km 13, cerca de Basilé, 32NMK7808, 390 m, márgenes de la carretera","Malabo - Basilé, km 13, cerca de Basilé, márgenes de la carretera",Postrada. Forma pequeñas colonias dispersas,390 m,32NMK7808,2201362,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1847/568/C0363442F.jpg,C0363442F,Henk van der Werff,H. van der Werff,,11699,12 June 1990,1990-06-12,,Diplazium assimile (Endl.) Bedd.,Diplazium assimile (Endl.) Bedd.,H van der Werff,1991,,Australia,Queensland,,,"Boonjee logging area, at base of Mt. Bartle Frere","Boonjee logging area, at base of Mt. Bartle Frere",Rainforest,,145°43'E 17°25'S,2094887,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2128/136/C0378283F.jpg,C0378283F,"M. Tagawa & K. Iwatsuki, No. 1150",M. Tagawa,K. Iwatsuki,1150,"July 28, 1956",1956-07-28,,Diplazium amabile (Tag.) Tag.,Diplazium amabile (Tag.) Tag.,,,,Japan,Kagoshima,,,"western slope of Mt. Hoyoshi, south of Kanoya City","western slope of Mt. Hoyoshi, south of Kanoya City",Wet rocky slope in densely wooded ravine,,,1475055.0,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1862/027/C0364726F.jpg,C0364726F,W. Takeuchi & J. Wiakabu,W. Takeuchi,J. Wiakabu,9366,"February 5, 1994",1994-02-05,,Blechnum ledermannii Brause,Blechnum ledermannii Brause,,,,Papua New Guinea,New Ireland,,,New Ireland; Hans Meyer Range. Site 4 on the expedition report,New Ireland; Hans Meyer Range. Site 4 on the expedition report,Pristine subcloud forest dominated by bryophytic and ferny growth,c. 1800 m,4°25'S X 152°59'E,2158436.0,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1864/937/C0366013F.jpg,C0366013F,Tagawa & Iwatsuki,Tagawa,K. Iwatsuki,888,"May 20, 1956",1956-05-20,,Dryopteris crassirhizoma Nakai,Dryopteris crassirhizoma Nakai,,,,Japan,,,,,[precise locality unknown],,,,PASS,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1863/394/C0366453F.jpg,C0366453F,J. Ohwi,J. Ohwi,,NSM. No. 202,April 1951,1951-04-00,,Polystichum tripteron Presl,Polystichum tripteron Presl,,,,Japan,Honshu,Sagami,,Jimmuji in Sagami,Jimmuji in Sagami,,,,1464206.0,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1862/882/C0364207F.jpg,C0364207F,Father Morice Vanoverbergh,M Vanoverbergh,,3591,April 19 13,1913-04-19,,Asplenium contiguum.Kaulf,Asplenium contiguum Kaulf,,,,Philippines,Luzon,Bontoc Subprovince,,PASS,[precise locality unknown],,,,393439,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1897/625/C0376117F.jpg,C0376117F,R.B. & A.J. Faden,R. B. Faden,A. J. Faden,77/53,5 Jan. 1977,1977-01-05,,Pyrossia lanceolata (L.) Farw.,Pyrrosia lanceolata (L.) Farw.,D B Lellinger,1979,,Sri Lanka,North Western Province,Kurunegala,,"Doluwakanda Hill, ca. 7°37'N, 80°24'30""E",Doluwakanda Hill,Forest. Locally common. Lithophyte. Rhizome creeping; fronds widely spaced,600 m,"ca. 7°37'N, 80°24'30""E",2014294,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1904/108/C0377881F.jpg,C0377881F,"By Albert N. Steward, C. Y. Chiao, and H. C. Cheo",A. N. Steward,C. Y. Chiao | H. C. Cheo,344,"Sept. 4, 1931",1931-09-04,,Dryopteris esquirolii Christ,Thelypteris esquirolii (Christ) Ching,,,,China,Kweichow,,,Ta Ho Yen FAN CHING SHAN,Ta Ho Yen FAN CHING SHAN,Moist brushy slope,980 m,,779919,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1909/756/C0382365F.jpg,C0382365F,J. F. Barcelona,J. F. Barcelona,,48,November 19 89,1989-11-00,,Selaginella cf. repanda,Selaginella philippina Spring,J F Barcelona,"Nov., 1989",,Philippines,Western Visayas,Antique,Sibalom,Egaña around,Egaña around,in shaded & moist places along riverbank,,,2210265,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1896/920/C0368029F.jpg,C0368029F,Col. L. & A. Fay,L. Fay,A. Fay,1206,11 Apr 1985,1985-04-11,,Drynaria laurentii (Christ.) Hieron.,Drynaria laurentii (Christ.) Hieron.,,,,Liberia,,,,Cuttington University College,Cuttington University College,"On tree trunk about 10' from ground; common in groves of rubber trees, on trunks. Pinnae 12-15 pairs (fertile leaves); stipe/blade 15,16,17/55,59,55 cm. Sterile leaves 25 x 12 cm., no stipe",250 m,,2111378,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1990/120/C0356535F.jpg,C0356535F,Coll. H. St. John,H. St. John,,16662,"Aug. 26, 1934",1934-08-26,,Humata banksii Alston,Humata banksii Alston,E B Copeland,,,French Polynesia,Austral Islands,,,"Northwest slope of Teape, Teti woods, on mossy tree limb, altitude 350 meters","Northwest slope of Teape, Teti woods, on mossy tree limb","Epiphyte. Fronds mostly pendent, coriaceous",350 meters,,1435764,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1995/841/C0383576F.jpg,C0383576F,T. G. Yuncker,T. G. Yuncker,,"18,561","Mar. 30, 1958",1958-03-30,,Selaginella plana (Desv.) Hieron.,Selaginella plana (Desv.) Hieron.,,,,Jamaica,Portland,,,"On wet embankment along trail, rain forest, John Crow Mts., 1.5-2 miles southwest of Ecclesdown","On wet embankment along trail, rain forest, John Crow Mts., 1.5-2 miles southwest of Ecclesdown","On wet embankment along trail, rain forest",1500-2500 ft,,1481965.0,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1982/572/C0383180F.jpg,C0383180F,A. Carestia,A. Carestia,,s.n.,1871,1871-00-00,,Lycopodium complanatum L.,Lycopodium complanatum L.,J. H. Wilce,1962,,Italy,,Valsesia,,Salita alla Boscarola presso Scopello in Valsesia,Salita alla Boscarola presso Scopello in Valsesia,,,,PASS,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1991/498/C0358423F.jpg,C0358423F,coll. G.J. Chamberlain,C. J. Chamberlain,,s.n.,"Oct. 15, 1911",1911-10-15,,Trichomanes reniforme,Trichomanes reniforme,,,,New Zealand,,,Ohakune,Ohakune,[precise locality unknown],,,,1407795,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2116/918/C0662992F.jpg,C0662992F,"R. L. Wilbur no. 8185 E. L. Dunn, H. A. Hespenheide, D. R. Wiseman",R. L. Wilbur,E. L. Dunn | H. A. Hespenheide | D. R. Wiseman,8185,2 August 1964,1964-08-02,,Hemidaria grandifolia (Willd.),Cnemidaria grandifolia (Willd.) Proctor var. grandifolia,R L Wilbur,1966,,Dominica,Saint Paul,,,Disturbed rainforest in the upper Layou Valley about 5 miles from Clarke Hall towards Pont Cassé,Disturbed rainforest in the upper Layou Valley about 5 miles from Clarke Hall towards Pont Cassé,Disturbed rainforest,,,1670026,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2128/029/C0377971F.jpg,C0377971F,R.B. & A.J. Faden,R. B. Faden,A. J. Faden,77/31,2 Jan 1977,1977-01-02,,Trichospora obtusilobus Sledge = Thelypteris,Trichospora obtusilobus Sledge,,,,Sri Lanka,Central,Nuwara Eliya,,between mile posts 46/3 and 46/4 on Nuwara Eliya-Kandy road,Between mile posts 46/3 and 46/4 on Nuwara Eliya-Kandy road,Shady moist bank near stream. Local and uncommon,ca 1980 m,"6°59'N,80°45'E",2089703,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/326/926/C0003693F.jpg,C0003693F,leg. HK.,H K,,68/641,5.VII.1968,1968-07-05,,Crucispora naucorioides HK. 1971 (Typus),Crucispora naucorioides HK. 1971,,,"Cyathea dealbata, C. smithii, Phyllocladus, Podocarpus",New Zealand,,,,"Kauaeranga Valley, Coromandel Peninsula, N.Z.","Kauaeranga Valley, Coromandel Peninsula","in Humus unter Cyathea dealbata, C. smithii, Phyllocladus, Podocarpus, etc.",,,1017207,Typed,Typus
https://fm-digital-assets.fieldmuseum.org/407/128/C0004429F.jpg,C0004429F,Singer,Singer,,B 7463,14 V 1973,1973-05-14,,Hygrocybe dimorphobasidiata Sing.,Hygrocybe dimorphobasidiata Sing.,,,,Ecuador,Napo,,Lago Agrio,Lago Agrio,Lago Agrio,Ad terram in hylaea,,,1017827.0,Typed,Type
https://fm-digital-assets.fieldmuseum.org/407/130/C0004430F.jpg,C0004430F,Singer,R Singer,,M10517,23 II 1988,1988-02-23,,HYGROCYBE FUEGIANA Sing. (= H. rosea sensu Horak),HYGROCYBE FUEGIANA Sing.,,,Sphagnum spec. and Rubus geoides,Argentina,Tierra del Fuego,Ushuaia,,"road Ushuaya-Lago Fagnano, SW of highest point","road Ushuaya-Lago Fagnano, SW of highest point",Gregarious in bog margin with Sphagnum spec. and Rubus geoides,,,1075922.0,Typed,Holotype
https://fm-digital-assets.fieldmuseum.org/276/684/C0000578F.jpg,C0000578F,"John J. Engel, Matt von Konrat & John E. Braggins",J. J. Engel,M. von Konrat | J. E. Braggins,23773,12 February 2003,2003-02-12,,Telaranea lindenbergii var. papillata Engel & Merr.,Telaranea lindenbergii var. papillata Engel & Merr.,,,"Blechnum novae-zealandiae, Weinmannia, Dicksonia squarrosa, Leptospermum scoparium",New Zealand,Auckland,,,"Whareorino Forest, start of track to Leitch's Hut","Whareorino Forest, start of track to Leitch's Hut","On clayey bank. Clay banks with Blechnum novae-zealandiae overhang, Weinmannia and Dicksonia squarrosa dominant canopy and occasional Leptospermum scoparium",280 m,"38° 24.5' S., 174° 49.8' E",1173554,Typed,Holotype
https://fm-digital-assets.fieldmuseum.org/2535/382/C2079898F.jpg,C2079898F,Marko Lewis,M. Lewis,,78-2684,21-22 November 1978,1978-11-21,1978-11-22,Kindbergia praelonga (Hedw.) Ochyra,Kindbergia praelonga (Hedw.) Ochyra,W. C. Steere,,,Ecuador,Imbabura,,,"PROV. IMBABURA: E. side of Cerro Cotacachi, NW of Cotacachi, 0°22'N., 78°20'W.","E. side of Cerro Cotacachi, NW of Cotacachi, 0°22'N., 78°20'W.",Wet bank of runoff ravine,3750 m,"0°22'N., 78°20'W.",1065158,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/873/C2077559F.jpg,C2077559F,Marko Lewis,M. Lewis,,78-3163,8 December 1978,1978-12-08,,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata (Hedw.) P. Beauv.,W C Steere,1992,,Ecuador,Azuay,,,"PROV. AZUAY: Area Nacional de Recreación ""Cajas"", forested hill S. of ""Surrochucho"" (Laguna Llaviuco), SW of Sayausí, 2°55'S., 79°09'W.","PROV. AZUAY: Area Nacional de Recreación ""Cajas"", forested hill S. of ""Surrochucho"" (Laguna Llaviuco), SW of Sayausí, 2°55'S., 79°09'W.",Stone wall,3240 m,"2°55'S., 79°09'W.",1065433,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/883/C2077563F.jpg,C2077563F,Leg. R.Benoist,R. Benoist,,4659 pp,s.d.,sd,,Hedwigia albicans (Web.)Lindb.,Hedwigia ciliata (Hedw.) P. Beauv.,Efrain De Luna,1992,,Ecuador,PASS,,,Environs de Quito,Environs de Quito,,,,1089453,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/887/C2077564F.jpg,C2077564F,Leg. R.Benoist,R Benoist,,2279,27 mars 1930,1930-03-27,,Hedwigia albicans (Web.)Lindb.,Hedwigia ciliata (Hedw.) P. Beauv.,Efrain De Luna,1992,,Ecuador,PASS,,Quito,Equateur. Sur rocher d'andésite. Quito.,[precise locality unknown],Sur rocher d'andésite,,,1089455.0,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/891/C2077565F.jpg,C2077565F,"COLLECTED BY R. S. WILLIAMS, 1901-1902",R. S. Williams,,2850,"April 30, 1902",1902-04-30,,Hedwigia albicans (Web.) Lindb.,Hedwigia ciliata (Hedw.) P. Beauv.,E De Luna,1992,,Bolivia,,,,Near Pelichuco,Near Pelichuco,,3000 meters,,1089454.0,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/895/C2077566F.jpg,C2077566F,Marko Lewis,M. Lewis,,79-1237A,22 March 1979,1979-03-22,,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata (Hedw.) P. Beauv.,E De Luna,1992,,Bolivia,La Paz,Larecaja,PASS,"DEPTO. LA PAZ, PROV. LARECAJA: Near large red outcrop 2 mi. from Sorata down Río Consata, 15° 41' S., 68° 43' W.","Near large red outcrop 2 miles from Sorata down Río Consata, 15° 41' S., 68° 43' W.",Bromeliad habitat. Abundant on rock faces of exposed cliffs,2630 m,"15° 41' S., 68° 43' W.",1032221,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/899/C2077567F.jpg,C2077567F,Marko Lewis,M. Lewis,,79-1232,22 March 1979,1979-03-22,,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata (Hedw.) P. Beauv.,E De Luna,1992,,Bolivia,La Paz,Larecaja,,"DEPTO. LA PAZ, PROV. LARECAJA: Near large red outcrop 2 mi. from Sorata down Rio Consata, 15° 41' S., 68° 43' W.","Near large red outcrop 2 miles from Sorata down Rio Consata, 15° 41' S., 68° 43' W.",Bromeliad-grass habitat on exposed cliffs,2630 m,"15° 41' S., 68° 43' W.",1032219.0,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/903/C2077568F.jpg,C2077568F,Marko Lewis,M. Lewis,,79-1114,6 March 1979,1979-03-06,,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata (Hedw.) P. Beauv.,E De Luna,1992,,Bolivia,La Paz,Saavedra,,"On mountain side directly N. of river, beneath Niño Karine, NNW of Chuma","On mountain side directly N. of river, beneath Niño Karine, NNW of Chuma, 15° 08' S, 69° 03' W",Humid cliffs and steep slopes,3320 m,"15° 08' S, 69° 03' W",1032220.0,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/908/C2077569F.jpg,C2077569F,F. J. Hermann,F. J. Hermann,,25152,"December 27, 1972",1972-12-27,,Hedwigia ciliata (Hedw.) Beauv.,Hedwigia ciliata (Hedw.) P. Beauv.,E De Luna,1992,,Bolivia,Cochabamba,,Cochabamba,"On conglomerate boulder on shrubby NW slope of Mt. Tunari, near Liriuni Aguas Termales Hotel, alt. ca. 2700 m., 28 km. NW","On conglomerate boulder on shrubby NW slope of Mt. Tunari, near Liriuni Aguas Termales Hotel, 28 km. NW [precise locality unknown]",On conglomerate boulder on shrubby NW slope,ca. 2700 m,,1040675,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/555/C2077570F.jpg,C2077570F,Ynes Mexia,Y. Mexia,,6204,"Dec. 2, 1931",1931-12-02,,Pilosium subchlorophyllosum C.M.,Pilosium subchlorophyllosum C.M.,Bartram,,,Peru,Loreto,,,Above Pongo de Manseriche. Streamlet near mouth of Rio Santiago.,Above Pongo de Manseriche. Streamlet near mouth of Rio Santiago,On fallen log,400 m,,1057692,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/556/C2077571F.jpg,C2077571F,Ynes Mexia,Y. Mexia,,6204,"Dec. 2, 1931",1931-12-02,,Pilosium sub-lorophyllum C.M.,Pilosium sub-lorophyllum C.M.,Bartram,,,Peru,Loreto,,,Above Pongo de Manseriche. Streamlet near mouth of Rio Santiago.,Above Pongo de Manseriche. Streamlet near mouth of Rio Santiago.,On fallen log,400 m,,2077571.0,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/557/C2077572F.jpg,C2077572F,"A. C. SMITH, NO. 2748",A. C. Smith,,2748,"Dec. 15-24, 1937",1937-12-15,1937-12-24,Pilosium flaccisetum C.M.,Pilosium flaccisetum C.M.,E. B. Bartram,,,Guyana,,,,"Basin of Essequibo River, near mouth of Onoro Creek, lat. about 1°35' N.; dense forest","Basin of Essequibo River, near mouth of Onoro Creek, lat. about 1°35' N.; dense forest","On decayed wood, in swamp",,lat. about 1°35' N,1023751,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/558/C2077573F.jpg,C2077573F,J.Florschütz-de Waard & R.Zielman,J Florschütz-de Waard,R. Zielman,5315,5 - 11 - 1981,1981-11-05,,Pilosium chlorophyllum (Hornsch.)C.Müll. c.fr.,Pilosium chlorophyllum (Hornsch.)C.Müll.,R Zielman,,Cecropia (bospapaja),Suriname,,,,"area of Kabalebo Dam project, distr. Nickerie, line NW from road km 39.5, p. 5N 58W qu.SE","area of Kabalebo Dam project, distr. Nickerie, line NW from road km 39.5, p. 5N 58W qu.SE",Secondary wood with Cecropia (bospapaja) on rotting log,0-50 m,5N 58W qu.SE,1073523,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/559/C2077574F.jpg,C2077574F,J.Florschütz-de Waard & R.Zielman,J Florschütz-de Waard,R Zielman,5254,3-11-1981,1981-11-03,,Pilosium chlorophyllum(Hornsch.)C.Müll.,Pilosium chlorophyllum(Hornsch.)C.Müll.,R Zielman,,,Suriname,Nickerie,,,"Area of Kabalebo Dam project, distr. Nickerie, line NW from road km 39.5, p. 5N 56W qu. SE","Area of Kabalebo Dam project, distr. Nickerie, line NW from road km 39.5, p. 5N 56W qu. SE","Savanna forest, on rotting log",0 - 50 m,PASS,1073529,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/560/C2077575F.jpg,C2077575F,J.Florschütz-de Waard & R.Zielman,J Florschütz-de Waard,R Zielman,5098,30-10-1981,1981-10-30,,Pilosium chlorophyllum(Hornsch.)C.Müll.,Pilosium chlorophyllum(Hornsch.)C.Müll.,R Zielman,,,Suriname,,,,"Area of Kabalebo Dam project, distr. Nickerie, line W from road 34 km, p. 5N 58W qu. SE","Area of Kabalebo Dam project, distr. Nickerie, line W from road 34 km, p. 5N 58W qu. SE","Rainforest, on rotting log",0 - 50 m,PASS,1073528,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/561/C2077576F.jpg,C2077576F,"J.C.Lindeman, A.R.A.Görts-van Rijn, M.J.Jansen-Jacobs & A.M.C.Hetterscheid-Hollants",J. C. Lindeman,A R A Görts-van Rijn | M J Jansen-Jacobs | A M C Hetterscheid-Hollants,243 A,3-IX-1980,1980-09-03,,Pilosium chlorophyllum (Hornsch.) C.Müll.,Pilosium chlorophyllum (Hornsch.) C.Müll.,H R Zielman,,,Suriname,,,,"Area of Kabalebo Dam project, distr.Nickerie, 4° 5° NB, 57° 30' 58° WL. Forest S of km 28.7","Area of Kabalebo Dam project, distr.Nickerie, Forest S of km 28.7",Epiphyte on tree trunk,30 - 130 m,"4° 5° NB, 57° 30' 58° WL",1073527.0,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/562/C2077577F.jpg,C2077577F,J. Florschütz-de Waard and R. Zielman,J Florschütz-de Waard,R Zielman,5141,31 October 1981,1981-10-31,,Pilosium chlorophyllum (Hornsch.) C. Müll.,Pilosium chlorophyllum (Hornsch.) C. Müll.,R Zielman,,Astrocaryum,Suriname,Nickerie,,,"Distr. Nickerie, Kabalebo river area, line W, from road km 34, 5°N., 58°W., alt. 0-50 m","Distr. Nickerie, Kabalebo river area, line W, from road km 34, 5°N., 58°W",On decaying log in marsh forest with Astrocaryum,0-50 m,"5°N., 58°W.",1079833,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/563/C2077578F.jpg,C2077578F,J. and P.A. Florschütz 4690,J Florschütz,P. A. Florschütz,4690,18 December 1975,1975-12-18,,Pilosium chlorophyllum (Hornsch.) C. Muell.,Pilosium chlorophyllum (Hornsch.) C. Muell.,R Zielman | J Florschütz-de Waard,,,Suriname,,,,"Brownsberg, trail to Leo Val, alt. ca. 500 m","Brownsberg, trail to Leo Val",On rotting log in rainforest,ca. 500 m,,1065613.0,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/564/C2077579F.jpg,C2077579F,H.Cornelissen & S.R.Gradstein C076,H. Cornelissen,S. R. Gradstein,C076,8 March 1977,1977-03-08,,Pilosium chlorophyllum (Hornsch.) C. Müll.,Pilosium chlorophyllum (Hornsch.) C. Müll.,J Florschütz-de Waard,,,Guyana,,,,"Mabura Hill, 180 km S of Georgetown, 5°20'N 58°40'W, alt. 0-50 m","Mabura Hill, 180 km S of Georgetown",On rotting tree base in mixed rain forest,0-50 m,5°20'N 58°40'W,1091586,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/565/C2077580F.jpg,C2077580F,R. Spruce,R. Spruce,,1321,s.d.,sd,,Stereophyllum chlorophyllum. Hornsch.,Pilosium chlorophyllum (Hornsch.) C. Müll. in Broth.,R R Ireland | W R Buck,1992,,Brazil,,,,Fl. Amazon prope Para,Fl. Amazon prope Para,,,,1078188,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/566/C2077581F.jpg,C2077581F,Richard Evans Schultes et Isidoro Cabrera,R. E. Schultes,I. Cabrera,17922,"Oct. 22, 1952",1952-10-22,,Pilosium chlorophyllum (Hornsch.) Jaeg.,Pilosium chlorophyllum (Hornsch.) Jaeg.,H. A. Crum,1956,,Colombia,Vaupés,,PASS,Río Vaupés: Mitú and vicinity. Cerro Mitú,Río Vaupés: Mitú and vicinity. Cerro Mitú,On rotten log,,"Lat. 1° 0' N, Long. 70° 5' W",1055492,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/567/C2077582F.jpg,C2077582F,Richard Evans Schultes et Isidoro Cabrera,R. E. Schultes,I. Cabrera,14294,"October 4-6, 1951",1951-10-04,1951-10-06,Pilosium chlorophyllum (Hornsch.) C.M.,Pilosium chlorophyllum (Hornsch.) C.M.,H. A. Crum,1956,,Colombia,Vaupés,,,"Rio Kuduyari (affluent of Rio Vaupés), Yapobodá, quartzitic savannah","Rio Kuduyari (affluent of Rio Vaupés), Yapobodá, quartzitic savannah",On rotten logs,,,1055491,Typed,no type status
