Image,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
0127_C0368029F,Col. L. & A. Fay 1206,L. Fay,A. Fay,1206,11 Apr 1985,1985-04-11,N/A,Fern Drynaria laurentii (Christ.) Hieron.,Drynaria laurentii,N/A,N/A,N/A,Liberia,N/A,N/A,N/A,Cuttington University College,Cuttington University College,On tree trunk about 10 feet from ground common in groves of rubber trees on trunks,Alt. 250 m,N/A,2111378,Typed,no type status
0128_C0356535F,H. St. John,H. St. John,N/A,16662,"Aug. 26, 1934",1934-08-26,N/A,Humata banksii Alston,Humata banksii,E. B. Copeland,N/A,N/A,French Polynesia,Austral Islands,N/A,N/A,"Northwest slope of Teape, Teti woods","Northwest slope of Teape, Teti woods",On mossy tree limb,350 meters,N/A,1435764,Typed,N/A
0129_C0383576F,T. G. Yuncker,T. G. Yuncker,N/A,18561,"Mar. 30, 1958",1958-03-30,N/A,Selaginella plana (Diev.) Hieron.,Selaginella plana,N/A,N/A,N/A,Jamaica,Portland,N/A,N/A,"On wet embankment along trail, rain forest, John Crow Mts., 1.5-2 miles southwest of Ecclesdown","On wet embankment along trail, John Crow Mountains, 1.5-2 miles southwest of Ecclesdown","On wet embankment along trail, rain forest",Alt. 1500-2500 ft.,N/A,1481955,Typed,no type status
0130_C0383180F,A. Carestia,A. Carestia,N/A,s.n.,1871,1871-00-00,N/A,Lycopodium complanatum L.,Lycopodium complanatum,J. H. Wilce,1962,Lycopodium chamaecyparissus,Italy,N/A,N/A,Milano,Salita alla Boscarola presso Scopello in Valsesia,Salita alla Boscarola presso Scopello in Valsesia,N/A,N/A,N/A,N/A,Typed,no type status
0131_C0358423F,coll. C. J. Chamberlain,C. J. Chamberlain,N/A,s.n.,"Oct. 15, 1911",1911-10-15,N/A,Trichomanes reniforme,Trichomanes reniforme,N/A,N/A,N/A,New Zealand,N/A,N/A,N/A,Ohakune,Ohakune,N/A,N/A,N/A,1407795,Typed,no type status
0132_C0662992F,R. L. Wilbur 8185 E. L. Dunn H. A. Hespenheide D. R. Wiseman,R. L. Wilbur,E. L. Dunn | H. A. Hespenheide | D. R. Wiseman,8185,2 August 1964,1964-08-02,N/A,Cnemidaria grandifolia (Willd.) det. R. L. Wilbur 1966,Cnemidaria grandifolia,R. L. Wilbur,1966,N/A,Dominica,Saint Paul,N/A,N/A,Parish of St. Paul: Disturbed rainforest in the upper Layou Valley about 5 miles from Clarke Hall towards Pont Cassé,Upper Layou Valley about 5 miles from Clarke Hall towards Pont Cassé,Disturbed rainforest,N/A,N/A,1670026,Typed,no type status
0133_C0377971F,R. B. & A. J. Faden,R. B. Faden,A. J. Faden,77/31,2 Jan 1977,1977-01-02,N/A,Thelypteris,Thelypteris,unsure and check,unsure and check,N/A,Sri Lanka,Central,Nuwara Eliya,N/A,between mile posts 46/3 and 46/4 on Nuwara Eliya Kandy road,between mile posts 46/3 and 46/4 on Nuwara Eliya Kandy road,Shady moist bank near stream local and uncommon,Alt. ca 1980 m,6°59'N 80°45'E,2198706,Typed,no type status
0134_C0272257F,leg. H. et P. Sydow,H. Sydow,P. Sydow,67,14. 8. 1903.,1903-08-14,N/A,Entyloma crastophilum Sacc.,Entyloma crastophilum,N/A,N/A,Holcus lanatus,Germany,Sachsen,N/A,N/A,am Grossen Winterberge Zwiesel bei Schmilka,Grossen Winterberge Zwiesel bei Schmilka,Auf Blättern von Holcus lanatus,N/A,N/A,C0272257F,Typed,no type status
0135_C0272323F,Leg. O. Mattirolo comm. G. Lagerheim,O. Mattirolo,G. Lagerheim,876,27/9 1895,1895-09-27,N/A,Neovossia Moliniæ (Thüm.) Körn.,Neovossia Moliniæ,unsure and check,N/A,Molinia coerulea,Italy,Como,N/A,Rodero,in ovariis Moliniæ coeruleæ,[precise locality unknown],N/A,N/A,N/A,C0272323F,Typed,no type status
0136_C0272329F,Richard W. Pohl Gerrit Davidse,R. W. Pohl,G. Davidse,11146,25 September 1968,1968-09-25,N/A,Oplismenus setarius (Lam.) Roem. & Schult.,Oplismenus setarius,N/A,N/A,N/A,Costa Rica,Puntarenas,N/A,N/A,5 KM NW of the Carretera Interamericana in Boruca area,5 kilometers northwest of the Carretera Interamericana in Boruca area,Carpeting the ground at the margin of forest and savanna,elev. 450 m.,N/A,C0272329F,Typed,no type status
0137_C0272400F,E. W. D. Holway,E. W. D. Holway,N/A,1789,"Aug. 8, 1901",1901-08-08,N/A,"Tuburcinia Clintoniae, Kom.",Tuburcinia clintoniae,N/A,N/A,Streptopus rosens,Canada,British Columbia,N/A,Glacier,"Glacier, Brit. Columbia",Glacier,N/A,N/A,N/A,C0272400F,Typed,no type status
0138_C0272404F,leg. F. Bubak,F. Bubak,N/A,3239,Majo,00-05-00,N/A,Tuburcinia anemones (Pers.) Liro.,Tuburcinia anemones,N/A,N/A,Anemones nemorosa,Czech Republic,N/A,N/A,Podebrad,ad folia viva Anemones nemorosa ad Podebrad,Podebrad,ad folia viva Anemones nemorosa,N/A,N/A,Cen. XXXIII Fungi Dec. 122-131,Typed,no type status
0139_C0272225F_%201,Collected by Harold E. Parks and Joseph P. Tracy,H. E. Parks,J. P. Tracy,13207,"June 3, 1934",1934-06-03,N/A,Exobasidium Vaccinii (Fckl.) Wor.,Exobasidium vaccinii,N/A,N/A,Vaccinium ovatum,United States,California,Humboldt,Trinidad,Trinidad,Trinidad,N/A,N/A,N/A,C0272225F,Typed,no type status
0140_C0272229F_%201,Lee Bonar,L. Bonar,N/A,890,21 August 1954,1954-08-21,N/A,Exobasidium Vaccinii (Fckl.) Wor.,Exobasidium vaccinii,N/A,N/A,Arctostaphylos patula,United States,California,Shasta,N/A,Manzanita Lake Lassen National Park,Manzanita Lake Lassen National Park,N/A,N/A,N/A,C0272229F,Typed,no type status
0141_C0272218F_%201,Coll. H. E. Parks and J. P. Tracy,H. E. Parks,J. P. Tracy,238,"Sept. 15, 1930",1930-09-15,N/A,Exobasidium Vaccinii (Fckl.) Wor.,Exobasidium vaccinii,N/A,N/A,Arbutus menziesii,United States,California,Humboldt,Kneeland,Kneeland Bald Hills Humboldt County,Bald Hills,Seriously affecting the young shoots,N/A,N/A,C0272218F,Typed,no type status
0142_C0003693F,leg. H. K.,H. K.,N/A,s.n.,5.VII.1968,1968-07-05,N/A,Crucispora naucorioides H. K. 1971 (Typus),Crucispora naucorioides,H. K.,1971,Cyathea dealbata | C. smithii | Phyllocladus | Podocarpus,New Zealand,N/A,N/A,N/A,Kaueranga Valley Coromandel Peninsula N.Z.,Kaueranga Valley Coromandel Peninsula,in Humus,N/A,N/A,68/641,Typed,Typus
0143_C0004429F,Singer,R. Singer,N/A,B 7463,14 V 1973,1973-05-14,N/A,Hygrocybe dimorphobasidiata Sing.,Hygrocybe dimorphobasidiata,R. Singer,N/A,N/A,Ecuador,Napo,N/A,Lago Agrio,ECUADOR Napo Lago Agrio,Lago Agrio,Ad terram in hylaea,N/A,N/A,C00044296 | C0004429F | 1017827,Typed,Typus
0144_C0004430F,Coll. Singer M10517,R. Singer,N/A,M10517,23 II 1988,1988-02-23,N/A,Hygrocybe fuegiana Sing (= H. rosea sensu Horak),Hygrocybe fuegiana,N/A,N/A,Sphagnum | Rubus geoides,Argentina,Tierra del Fuego,Ushuaia,N/A,"ya. road Ushuaia-Lago Fagnano, SW of highest point","road Ushuaia-Lago Fagnano, southwest of highest point",Gregarious in bog margin,N/A,N/A,F1075922,Typed,Holotype
0145_C0209265F_3143,P. Ponce de Leon,P. Ponce de Leon,N/A,296,"September 21, 1978",1978-09-21,N/A,Amanita,Amanita,N/A,N/A,Vaccinium,United States,Alaska,N/A,N/A,At or above timberline windswept slopes of mountains about 20-30 miles north of Mt. McKinley,[precise locality unknown],At or above timberline windswept slopes of mountains with mosses lichens Vaccinium spp. and other ericads,N/A,N/A,C0209265F,Typed,no type status
0146_C0225578F_7209,Coll. P. Ponce de Leon,P. Ponce de Leon,N/A,303,"September 21,1978",1978-09-21,N/A,Lycoperdon,Lycoperdon,N/A,N/A,Vaccinium spp. | Ericads,United States,Alaska,N/A,N/A,At or above timberline windswept slopes of mountains 20-30 miles north of Mt. McKinley,20 to 30 miles north of Mount McKinley,Cream color On high slopes above timberline With mosses lichens Vaccinium spp. and other Ericads,N/A,N/A,1074604,Typed,no type status
0147_C0227005F_7903,P. Ponce de Leon,P. Ponce de Leon,N/A,267,"September 20, 1978",1978-09-20,N/A,Agaricaceae,N/A,N/A,N/A,Albie | Prunus | Betula | Alnus,United States,Alaska,N/A,N/A,Boggy area south of Yukon just below the Chatanika River about 25 miles north of Fairbanks,[precise locality unknown],Boggy forest with grasses in very sandy soil in disturbed opening in hummocks composed of grasses lichens mosses and Ericads,N/A,N/A,C0227005F,Typed,no type status
0148_C0237407F_12659,Leg. Chr. King,C. King,N/A,s.n.,1988,1988-00-00,N/A,Psilocybe muliercula Sing. & Smith,Psilocybe muliercula,R. Singer,N/A,N/A,New Zealand,South Island,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,F 1089947,Typed,no type status
0149_C0275073F,PAUL C. STANDLEY,P. C. Standley,N/A,82917,"JAN. 9, 1941",1941-01-09,N/A,Phakopsora vitis (Thüm.) Syd.,Phakopsora vitis,G. B. Cummins,N/A,Vitis tiliifolia,Guatemala,Huehuetenango,N/A,N/A,"Near crossing of Río San Juan Ixtán, east of San Rafael Pétzal","Near crossing of Río San Juan Ixtán, east of San Rafael Pétzal",N/A,alt. about 1730 m.,N/A,C0275073F,Handwritten,no type status
0150_C0275088F,PAUL C. STANDLEY,P. C. Standley,N/A,86140,"FEB. 5, 1941",1941-02-05,N/A,Mainsia rubi (Diet. & Hol.) Jacks.,Mainsia rubi,O. I. II. III,O. I. II. III,Rubus eriocarpus,Guatemala,Quetzaltenango,N/A,N/A,"Oak-pine forest, above Los Vahos, Cerro Quemado","Oak-pine forest, above Los Vahos, Cerro Quemado",Oak-pine forest,alt. 2900-3000 m.,N/A,C0275088F,Mix of Handwritten and Typed,no type status
0151_C0291873F,Collected by E. W. D. Holway,E. W. D. Holway,N/A,127,"Jan. 27, 1915",1915-01-27,N/A,Ravenelia appendiculata Diet. on Phyllanthus sp.,Ravenelia appendiculata,E. B. Mains,N/A,Phyllanthus sp.,Guatemala,Solola,N/A,N/A,"Solola, Guatemala",[precise locality unknown],N/A,N/A,N/A,C0291873F,Typed,no type status
0152_C0264367F,W.G. Bramley,W. G. Bramley,N/A,s.n.,10 Jan. 1938,1938-01-10,N/A,Nectria cinnabarina (Tode ex Fr.) Fr. with Tubercularia vulgaris,Nectria cinnabarina,T. Petch,N/A,Tubercularia vulgaris,United Kingdom,Yorkshire,N/A,Bolton Percy,"On Crataegus, Bolton Percy, Yorkshire","On Crataegus, Bolton Percy",N/A,N/A,N/A,C0264367F,Typed,no type status
0153_C0095081F,Coll. H. Imshaug & K. Ohlsson,H. Imshaug,K. Ohlsson,49793,9 October 1971,1971-10-09,N/A,Xanthoparmelia mougeotii (Schaer.) Hale,Xanthoparmelia mougeotii,N/A,N/A,Anthobryum | Berberis,Chile,Magallanes,N/A,N/A,near Primera Angostura,near Primera Angostura,Scattered Anthobryum and Berberis on low hill,N/A,"52° 27' S., 69° 36' W.",N/A,Typed,no type status
0154_C0095120F,W. L. Culberson (no. 22493) & R. Ornduff,W. L. Culberson,R. Ornduff,22493,"September 3, 1998",1998-09-03,N/A,Xanthoria parietina (L.) Th. Fr.,Xanthoria parietina,W. L. Culberson,N/A,Zygophyllum sp,South Africa,Western Cape,N/A,N/A,15 km SE of Oudtshoorn on the road above Blossoms,15 kilometers southeast of Oudtshoorn on the road above Blossoms,On twigs of Zygophyllum sp,N/A,N/A,200,Typed,no type status
0155_C0090513F,HENRY A. IMSHAUG & FREDERICK H. IMSHAUG,H. A. Imshaug,F. H. Imshaug,31340,21 September 1963,1963-09-21,N/A,Bombyliospora chloritis (Nyl.) Zahlbr.,Bombyliospora chloritis,N/A,N/A,N/A,Trinidad and Tobago,Tobago,N/A,N/A,"Main Ridge along ""Mt. St. George - Castara Track"" (near Castara)","Main Ridge along ""Mt. St. George - Castara Track"" near Castara",Scattered cultivations in clearings of rain forest,ca. 1200 ft.,N/A,N/A,Typed,no type status
0156_C0053622F,Edward M. Wheeler,E. M. Wheeler,N/A,s.n.,7 Jan 1989,1989-01-07,N/A,Hafellia bahiana (Malme) Sheard,Hafellia bahiana,R. J. Salm,20 August 2019,Ilex glabra,United States,Florida,Polk,N/A,Tiger Creek Preserve just to right of Wakeford Road Entrance,Tiger Creek Preserve just to right of Wakeford Road Entrance,N/A,N/A,N/A,Lumbsch 910,Typed,no type status
0157_C0052970F,Shirley Tucker,S. Tucker,N/A,16863,"March 17, 1977",1977-03-17,N/A,Amandinea punctata (Hoffm.) Coppins & Scheid.,Amandinea punctata,R. J. Salm,3 July 2019,Taxodium,United States,Louisiana,St. Tammany Parish,N/A,"Fontainebleau State Park, north shore of Lake Pontchartrain","Fontainebleau State Park, north shore of Lake Pontchartrain",Common on Taxodium,N/A,"30°20'N, 90°03'W",10463,Typed,no type status
0158_C0090117F,leg. H. T. Lumbsch,H. T. Lumbsch,N/A,10566 b,14.7.1994,1994-07-14,N/A,Acarospora,Acarospora,N/A,N/A,N/A,United States,Arizona,Gila,N/A,San Carlos Lake E exposed slopes above dam just N of Coolidge,San Carlos Lake East exposed slopes above dam just North of Coolidge,On siliceous rocks,N/A,33°11'N 110°32'W,N/A,Typed,no type status
0159_C0090150F,"leg. N. Hladun, H. T. Lumbsch & A. Henssen",N. Hladun,H. T. Lumbsch | A. Henssen,925,1983/05/24,1983-05-24,N/A,Acarospora,Acarospora,N/A,N/A,N/A,Spain,Catalunya,Gerona,N/A,"Les Toruelles, bei Torroella de Fluvia, bei Torella de Fluvia, auf Granitfelsen in Cal Radomor","Les Toruelles, bei Torroella de Fluvia, bei Torella de Fluvia, auf Granitfelsen in Cal Radomor",N/A,N/A,N/A,N/A,Mix of Handwritten and Typed,no type status
0160_C0090526F,leg. H.T. Lumbsch,H. T. Lumbsch,N/A,889,10.5.1983,1983-05-10,N/A,Bellemerea,Bellemerea,N/A,N/A,N/A,Italy,Südtirol,Vinschgau,Gomagoi,E des Ortes,E des Ortes,An Silikatgestein,N/A,N/A,0,Typed,no type status
0161_C0090341F,"leg. L. Feuerer, H. Hertel & H. Kilias",L. Feuerer,H. Hertel | H. Kilias,282,12.X.1977,1977-10-12,N/A,Buellia schaereri,Buellia schaereri,N/A,N/A,N/A,Italy,Südtirol,N/A,N/A,"Dolomiten, Rosengarten-Gruppe Purgametsch-Tal (an der Autostraße zwischen Nigerpaß und Tiers), nahe der Abzweigung des Sträßchens ins Tschamin-Tal bei Rungun","Dolomiten, Rosengarten-Gruppe Purgametsch-Tal near the junction of the road into Tschamin-Tal at Rungun",Lichter Lärchen-Bestand auf Almgelände An der Stammbasis und an leicht geneigten Stämmen von Lärchen (Larix decidua) in Menge,1220 m,N/A,N/A,Typed,no type status
0162_C0095075F,Henry A. Imshaug,H. A. Imshaug,N/A,60155,3 October 1976,1976-10-03,N/A,Xanthoria fallax (Hepp) Arn.,Xanthoria fallax,N/A,N/A,Acer,United States,Michigan,Chippewa,N/A,Along road at Drummond airport Sec. 25 T. 42 N. R. 5 E.,Along road at Drummond airport,N/A,N/A,46° 01' N and 83° 44' W,N/A,Typed,no type status
0163_C0055249F,H. Mietzsch,H. Mietzsch,N/A,6246,27.8.1988,1988-08-27,N/A,Baeomyces fungoides Sw.,Baeomyces fungoides,N/A,N/A,N/A,Switzerland,Graubünden,Unterengadin,Zernez,TK 25 1218 Zernez Marangun Sursass,Marangun Sursass,Auf Erde,2150-2300 m alt.,N/A,6246 c,Typed,no type status
0164_C0089982F,leg. H. Mietzsch,H. Mietzsch,N/A,6983,26.8.1989,1989-08-26,N/A,Xanthoparmelia somloensis (Gyelnik) Hale,Xanthoparmelia somloensis,N/A,N/A,N/A,Switzerland,Graubünden,Albula-Tal,Savognin,Straße von Latsch nach Stugl,Straße von Latsch nach Stugl,Locker an Gestein,1600 m alt.,N/A,N/A,Typed,no type status
0165_C0090059F,leg. Aino Henssen,A. Henssen,N/A,21 931 a,29.8.1971,1971-08-29,N/A,Xanthoria elegans (Link) Th. Fr.,Xanthoria elegans,N/A,N/A,N/A,Switzerland,Graubünden,N/A,N/A,Albulapass auf Dolomit,Albulapass,auf Dolomit,2000 m u.M.,N/A,N/A,Typed,N/A
0166_C0095147F,Leg. William L. Culberson,W. L. Culberson,N/A,s.n.,9.VIII.1996,1996-08-09,N/A,Xanthoria polycarpa (Ehrh.) Rieber,Polycauliona polycarpa,A. Johnson | C. F. Culberson,7 July 2019,Pinus ponderosa,United States,Washington,Spokane,Spokane,In urbe Spokane loco Riverside State Park,Riverside State Park,Ad ramunculos fruticis in Pineto,N/A,N/A,22403,Typed,no type status
0167_C0052862F,leg. et det. G. Follmann,G. Follmann,N/A,s.n.,N/A,0000-00-00,N/A,Abrothallus parmeliarum (Scmm.) Arn.,Abrothallus parmeliarum,G. Follmann,IV/1985,Hypogymnia physodes,Germany,Rheinland-Pfalz,N/A,N/A,zerstreut in der Oberrinde der Lagerlappen von Hypogymnia physodes (L.) Nyl. 450 m W - SW pH 6.0 Heckenquertel am Südfuß des Schwarzheimer Kopfes zwischen Gerolstein und Prüm in der Hocheifel,Heckenquertel am Südfuß des Schwarzheimer Kopfes zwischen Gerolstein und Prüm in der Hocheifel,zerstreut in der Oberrinde der Lagerlappen von Hypogymnia physodes,450 m,N/A,N/A,Typed,no type status
0168_C0052873F,leg. H.T. Lumbsch & E. Mietzsch,H. T. Lumbsch,E. Mietzsch,5135 b,24.5.1987,1987-05-24,N/A,Amandinea punctata (Hoffm.) Coppins & Scheid.,Amandinea punctata,R. J. Salm,3 July 2019,Populus,Germany,Rheinland-Pfalz,Mainz/Bingen,Bingen,Ockenheimer Hörnchen,Ockenheimer Hörnchen,An Populus,N/A,N/A,6013,Typed,no type status
0169_C0053240F,N/A,N/A,N/A,8011,9.7.90,1990-07-09,N/A,"Circinaria caesiocinerea (Nyl. ex Malbr.) A. Nordin, Savić & Tibell",Circinaria caesiocinerea,R. J. Salm,3 July 2019,N/A,Germany,North Rhine-Westphalia,N/A,N/A,DRP Eifel N7tal N 450 m,[precise locality unknown],N/A,450 m,N/A,MTB5608,Typed,no type status
0170_C0053210F,H.T. Lumbsch & E. Mietzsch,H. T. Lumbsch,E. Mietzsch,5127 a,24.5.1987,1987-05-24,N/A,"Circinaria contorta (Hoffm.) A. Nordin, Savić & Tibell",Circinaria contorta,R. J. Salm,3 July 2019,N/A,Germany,Rheinland Pfalz,Mainz Bingen,Ingelheim am Rhein,Weg von Gau Algesheim zum Ockenheimer Hörnchen Am Mörtel,Weg von Gau Algesheim zum Ockenheimer Hörnchen Am Mörtel,N/A,N/A,N/A,N/A,Typed,no type status
0171_C0090185F,"leg. H.T. Lumbsch, E. Mietzsch & C.",H. T. Lumbsch,E. Mietzsch | C.,7103 f,19.11.1989,1989-11-19,N/A,Xanthoparmelia conspersa (Ach.) Hale,Xanthoparmelia conspersa,N/A,N/A,N/A,Germany,Hessen,Wiesbaden,Dotzheim,Felse am Wellburger Bach An Silikatgestein,Felse am Wellburger Bach,An Silikatgestein,N/A,N/A,N/A,Typed,no type status
0172_C0090105F,leg. H.T. Lumbsch,H. T. Lumbsch,N/A,s.n.,26.08.2001,2001-08-26,N/A,Arctoparmelia centrifuga,Arctoparmelia centrifuga,N/A,N/A,N/A,Norway,Sogn og Fjordane,Jotunheimen,N/A,alpine Matten an der Straße 55 zwischen Turtegrø und Hervassbu Auf Silikatgestein,[precise locality unknown],alpine Matten an der Straße 55 zwischen Turtegrø und Hervassbu Auf Silikatgestein,1400 m alt.,N/A,Nr. 12159,Typed,no type status
0173_C0020034F,Collected and Determined by R. M. Schuster,R. M. Schuster,N/A,68-1644,Aug. 17 1968,1968-08-17,N/A,Anastrophyllum minutum + gem.,Anastrophyllum minutum,R. M. Schuster,N/A,Diplophyllum taxifolium,Canada,Newfoundland and Labrador,N/A,N/A,"Along Humber R., in Squires Memorial Park, near Rte 1A.","Along Humber River, in Squires Memorial Park, near Route 1A",N/A,N/A,N/A,68-1644a,Typed,N/A
0174_C0020052F,R. M. Schuster & K. Damsholt,R. M. Schuster,K. Damsholt,82-1049,July 3,1982-07-03,N/A,Anastrophyllum minutum (SCHREB.) SCHUST. v. grandis (GOTT.) SCHUST.,Anastrophyllum minutum,R. M. Schuster | K. Damsholt,1982,Cephalozia bicuspidata,Greenland,N/A,N/A,N/A,Frederiksdal,Frederiksdal,N/A,N/A,60°00'N lat. 44°40'W long.,N/A,Typed,no type status
0175_C0025138F,Collected by R. M. Schuster,R. M. Schuster,N/A,9067,June 30 1951,1951-06-30,N/A,"Frullania asagrayana Mont., male, can per. Plagiochila tridenticulata Dum. (traces)",Frullania asagrayana,N/A,N/A,Abies fraseri,United States,North Carolina,N/A,N/A,"Balsam Gap, N.C., ca. 25 mi. n. of Asheville, along Blue Ridge Parkway","Balsam Gap, approximately 25 miles north of Asheville, along Blue Ridge Parkway",N/A,5220-5260 feet,N/A,N/A,Typed,no type status
0176_C0025164F,Collected and Determined by R. M. Schuster,R. M. Schuster,N/A,79-488,April 14 19 79,1979-04-14,N/A,Frullania asagrayana,Frullania asagrayana,R. M. Schuster,N/A,N/A,United States,Arkansas,Stone,N/A,Ozark Natl. Forest. Barkshed Camp ca. 10 mi E. of Big Flat,Ozark National Forest Barkshed Camp approximately 10 miles East of Big Flat,N/A,N/A,N/A,N/A,Typed,no type status
0177_C0000578F,"John J. Engel, Matt von Konrat & John E. Braggins",J. J. Engel,M. von Konrat | J. E. Braggins,23773,12 February 2003,2003-02-12,N/A,Telaranea lindenbergii var. papillata Engel & Merr.,Telaranea lindenbergii,N/A,N/A,Blechnum novae-zelandiae | Weinmannia | Dicksonia squarrosa | Leptospermum scoparium,New Zealand,Auckland,N/A,N/A,Wharerino Forest start of track to Leitch's Hut,Wharerino Forest start of track to Leitch's Hut,On clayey bank Clay banks with Blechnum novae-zelandiae overhang Weinmannia and Dicksonia squarrosa dominant canopy and occasional Leptospermum scoparium,280 m,38° 24' S 174° 49' E,1173554,Typed,Holotype
0178_C2079898F,Marko Lewis,M. Lewis,N/A,78-2684,21-22 November 1978,1978-11-21,1978-11-22,Kindbergia praelonga (Hedw.) Ochyra,Kindbergia praelonga,W. C. Steere,N/A,N/A,Ecuador,Imbabura,N/A,N/A,E. side of Cerro Cotacachi NW of Cotacachi 0°22'N 78°20'W,east side of Cerro Cotacachi northwest of Cotacachi,Wet bank of runoff ravine,3750 m,0°22'N 78°20'W,N/A,Typed,no type status
0179_C2077559F,Marko Lewis,M. Lewis,N/A,78-3163,8 December 1978,1978-12-08,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata,E. De Luna,1992,N/A,Ecuador,Azuay,N/A,N/A,"Area Nacional de Recreación ""Cajas"" forested hill S. of ""Surrochucho"" (Laguna Llaviuco) SW of Sayausí","Area Nacional de Recreación ""Cajas"" forested hill south of ""Surrochucho"" (Laguna Llaviuco) southwest of Sayausí",Stone wall,3240 m,2°55'S 79°09'W,C2077559F,Mix of Handwritten and Typed,no type status
0180_C2077563F,R.Benoist,R. Benoist,N/A,4659,MAR 1952,1952-03-00,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata,E. De Luna,1992,N/A,Ecuador,N/A,N/A,Quito,Environs de Quito,Environs de Quito,N/A,N/A,N/A,C2077563F,Typed,no type status
0181_C2077564F,Lég. R. Benoist,R. Benoist,N/A,2479,27 mars 1930,1930-03-27,N/A,Hedwigia albicans (Web.) Lindb.,Hedwigia albicans,I. Thériot,1992,N/A,Ecuador,N/A,N/A,Quito,Sur rocher d'andésite Quito,Sur rocher d'andésite,N/A,N/A,N/A,C2077564F,Typed,N/A
0182_C2077565F,"Collected by R. S. Williams, 1901-1902",R. S. Williams,N/A,2850,"April 30, 1902",1902-04-30,N/A,Hedwigia albicans (Web.) Lindb.,Hedwigia ciliata,E. De Luna,1992,N/A,Bolivia,N/A,N/A,N/A,near Pelechuco,near Pelechuco,N/A,3000 meters,N/A,C2077565F,Typed,no type status
0183_C2077566F,Marko Lewis,M. Lewis,N/A,79-1237A,22 March 1979,1979-03-22,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata,E. De Luna,1992,N/A,Bolivia,La Paz,Larecaja,N/A,Near large red outcrop 2 mi. from Sorata down Rio Consata,Near large red outcrop 2 miles from Sorata down Rio Consata,Bromeliad habitat. Abundant on rock faces of exposed cliffs,2630 m,15° 41' S. 68° 43' W,C2077566F,Typed,no type status
0184_C2077567F,Marko Lewis,M. Lewis,N/A,79-1232,22 March 1979,1979-03-22,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata,E. De Luna,1992,N/A,Bolivia,La Paz,Larecaja,N/A,Near large red outcrop 2 mi. from Sorata down Rio Consata,Near large red outcrop 2 miles from Sorata down Rio Consata,Bromeliad-grass habitat on exposed cliffs,2630 m,"15° 41' S, 68° 43' W","C2077567F, 1032219",Typed,no type status
0185_C2077568F,Marko Lewis,M. Lewis,N/A,79-1114,6 March 1979,1979-03-06,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata,E. De Luna,1992,N/A,Bolivia,La Paz,Saavedra,N/A,On mountain side directly N. of river beneath Niño Karite NNW of Chuma,On mountain side directly north of river beneath Niño Karite north-northwest of Chuma,Humid cliffs and steep slopes,3320 m,15° 08' S 68° 09' W,"1033220, C2077568F",Typed,no type status
0186_C2077569F,F J Hermann,F. J. Hermann,N/A,25152,"December 27, 1972",1972-12-27,N/A,Hedwigia ciliata (Hedw.) Beauv.,Hedwigia ciliata,E. De Luna | F. J. Hermann,1992 | August 1973,N/A,Bolivia,Cochabamba,N/A,N/A,On conglomerate boulder on shrubby NW slope of Mt Tunari near Liriuni Aguas Termales Hotel 28 km NW,On conglomerate boulder on shrubby northwest slope of Mount Tunari near Liriuni Aguas Termales Hotel,On conglomerate boulder on shrubby northwest slope,alt ca 2700 m,28 km NW,C2077569F,Typed,no type status
0187_C2077570F,Ynes Mexia No 6804,Y. Mexia,N/A,6804,"Dec. 8, 1931",1931-12-08,N/A,Pilosium subleucophyllosum,Pilosiella subleucophyllosum,N/A,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche Strametes near mouth of Rio Santiago,Above Pongo de Manseriche near mouth of Rio Santiago,On fallen log,Alt. 400 m,N/A,1057692,Typed,N/A
0188_C2077571F,Ynes Mexia,Y. Mexia,N/A,6204,"Dec. 2, 1931",1931-12-02,N/A,Pilotrichum subarcuifolium C. M.,Pilotrichum subarcuifolium,Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche,Above Pongo de Manseriche,Streamlet near mouth of Rio Santiago on fallen log,Alt. 400 m,N/A,C2077571F,Typed,N/A
0189_C2077572F,A C Smith,A. C. Smith,N/A,2748,"Dec 15-24, 1937",1937-12-15,1937-12-24,Pilotricum flaccidum C M,Pilotricum flaccidum,E. B. Bartram,N/A,N/A,Guyana,N/A,N/A,N/A,Basin of Essequibo River near mouth of Onoro Creek,Basin of Essequibo River near mouth of Onoro Creek,On decayed wood in swamp dense forest,about 135 ft,N/A,C2077572F,Typed,no type status
