accessURI,catalogNumber,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
https://fm-digital-assets.fieldmuseum.org/1748/926/C0675553F.jpg,C0675553F,"John T. Atwood, Jr.",J. T. Atwood,N/A,77105,8 Feb. 1977,1977-02-08,N/A,Adiantum trapeziforme L.,Adiantum eximium,M. R. McCarthy,2012,N/A,Nicaragua,Granada,N/A,N/A,Volcan Mombacho Lower cloud forest near finca Cutirre,Volcan Mombacho near finca Cutirre,Lower cloud forest,N/A,N/A,1868242,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1749/002/C0675619F.jpg,C0675619F,H. et al.,H.,N/A,7644,4-21-35,1935-04-21,N/A,Adiantum trapeziforme L.,Adiantum exuberans,M. R. McCarthy,2012,N/A,Mexico,Mexico,Temascaltepec,Pantoja,Pantoja,[precise locality unknown],dry barranca,N/A,N/A,954869,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1751/323/C0355438F.jpg,C0355438F,R. A. Maas Geesteranus,R. A. Maas Geesteranus,N/A,5744,12-VIII-1949,1949-08-12,N/A,Asplenium dregeanum Kze.,Asplenium sandersonii,R. Faden,1976,Conopharyngia holstii,Kenya,Nyanza,Kericho,N/A,South Western Mau Forest Reserve camp 8,South Western Mau Forest Reserve camp 8,riparian-woodland along the river Itare among others,1920 m s.m.,"lat. 0°36'30"" S. long. 35°12'20"" E.",1445440,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1824/625/C0359489F.jpg,C0359489F,M. Véliz con J. M. Véliz J. Charco H. Sains J. Lopez y R. Esteban,M. Véliz,J. M. Véliz | J. Charco | H. Sains | J. Lopez | R. Esteban,16199,22/XI/2005,2005-11-22,N/A,Lophosoria quadripinnata (J.F. Gmel) C. Chr. var quadripinnata,Lophosoria quadripinnata,M. Véliz,24/XI/2005,Quercus,Guatemala,Jalapa,N/A,Aldea San Raymundo,río Manzanillos,Río Manzanillos,Helecho muy frecuente con frondes compuestos glaucos en el envés creciendo dentro de bosque de Quercus sp,2308 msnm,14° 33' 43.7'' N 90° 06' 19.7'' O,2298970,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1752/612/C0662895F.jpg,C0662895F,Chas. F. Millspaugh M. D.,C. F. Millspaugh,N/A,893,Jan. 28-Feb. 6,1889-01-28,1889-02-06,Asplenium trichomanes L.,Asplenium trichomanes,N/A,N/A,N/A,Jamaica,N/A,N/A,Port Antonio,Port Antonio,Port Antonio,N/A,N/A,N/A,80890,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1847/286/C0363828F.jpg,C0363828F,T. G. Yuncker,T. G. Yuncker,N/A,17429,"Nov. 17, 1957",1957-11-17,N/A,Lycopodium cernuum L.,Lycopodium cernuum,N/A,N/A,N/A,Jamaica,St. Andrew,N/A,N/A,"Scrambling over side of cut, along trail near Bellevue",Bellevue,Scrambling over side of cut,Alt. 3000-4000 ft.,N/A,1483756,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1847/445/C0363985F.jpg,C0363985F,Carvalho,Carvalho,N/A,2092,25-VII-1986,1986-07-25,N/A,Lycopodiella cernua (L.) Pic.-Serm.,Lycopodiella cernua,J. Fernández Casas,1991,N/A,Equatorial Guinea,Bioco,N/A,N/A,Malabo - Basilé km 13 cerca de Basilé 32NMK7808 390 m márgenes de la carretera,Malabo - Basilé km 13 cerca de Basilé,Postrada Forma pequeñas colonias dispersas,390 m,32NMK7808,2201362,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1847/568/C0363442F.jpg,C0363442F,Henk van der Werff 11699,H. van der Werff,N/A,11699,12 June 1990,1990-06-12,N/A,Diplazium assimile (Endl.) Bedd.,Diplazium assimile,H. van der Werff,1991,N/A,Australia,Queensland,N/A,N/A,Boonjee logging area at base of Mt. Bartle Frere,Boonjee logging area at base of Mount Bartle Frere,Rainforest,N/A,145°43'E 17°25'S,2094887,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2128/136/C0378283F.jpg,C0378283F,Coll. M. Tagawa & K. Iwatsuki,M. Tagawa,K. Iwatsuki,1150,"July 28, 1956",1956-07-28,N/A,Diplazium amabile (Tag.) Tag.,Diplazium amabile,M. Tagawa | K. Iwatsuki,N/A,N/A,Japan,Kagoshima,N/A,N/A,"Loc. Kyushu. Pref. Kagoshima: western slope of Mt. Hoyoshi, south of Kanoya City","Western slope of Mount Hoyoshi, south of Kanoya City",Wet rocky slope in densely wooded ravine,N/A,N/A,1478055,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1862/027/C0364726F.jpg,C0364726F,W. Takeuchi & J. Wiakabu,W. Takeuchi,J. Wiakabu,9366,"February 5, 1994",1994-02-05,N/A,Blechnum ledermannii Brause,Blechnum ledermannii,Field Char,N/A,N/A,Papua New Guinea,New Ireland,N/A,N/A,Hans Meyer Range Site 4 on the expedition report,Hans Meyer Range Site 4,Pristine subcloud forest dominated by bryophytic and ferny growth,c. 1800 m,4°25'S X 152°59'E,OFCZ0683-A,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1864/937/C0366013F.jpg,C0366013F,Tagawa & Iwatsuki,M. Tagawa,K. Iwatsuki,888,"May 20, 1956",1956-05-20,N/A,Dryopteris crassirhizoma Nakai,Dryopteris crassirhizoma,N/A,N/A,N/A,Japan,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,1478001,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1863/394/C0366453F.jpg,C0366453F,Coll. J. Ohwi,J. Ohwi,N/A,s.n.,April 1951,1951-04-00,N/A,Polystichum tripteron Presl,Polystichum tripteron,N/A,N/A,N/A,Japan,Honshu,Sagami,N/A,Jizmuji in Sagami,Jizmuji,N/A,N/A,N/A,NSM. No. 202,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1862/882/C0364207F.jpg,C0364207F,Father Morice Vanoverbergh,M. Vanoverbergh,N/A,3591,April 13,19XX-04-13,N/A,Asplenium contiguum. Kaulf.,Asplenium contiguum,N/A,N/A,N/A,Philippines,Luzon,Bontoc,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,393439,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1897/625/C0376117F.jpg,C0376117F,R.B. & A.J. Faden,R. B. Faden,A. J. Faden,77/53,5 Jan. 1977,1977-01-05,N/A,Pyrossia lanceolata (L.) Farw.,Pyrossia lanceolata,D. B. Lellinger,1979,N/A,Sri Lanka,North Western Province,Kurunegala,N/A,"Doluwakanda Hill ca. 7 37'N 80 24'30""E",Doluwakanda Hill,Forest Locally common Lithophyte Rhizoma creeping fronds widely spaced,Alt. 600 m,"7 37'N 80 24'30""E",2014294,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1904/108/C0377881F.jpg,C0377881F,By Albert N Steward C Y Chiao and H C Cheo,A. N. Steward,C. Y. Chiao | H. C. Cheo,344,Sept 4 1931,1931-09-04,N/A,Dryopteris esquirolii Christ,Dryopteris esquirolii,N/A,N/A,N/A,China,Guizhou,N/A,N/A,moist brushy slope,[precise locality unknown],moist brushy slope soil black,alt 980 m,N/A,779919,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1909/756/C0382365F.jpg,C0382365F,J. F. Barcelona,J. F. Barcelona,N/A,48,November 1989,1989-11-00,N/A,Selaginella cf repanda,Selaginella philippina,J. F. Barcelona,Nov. 1989,N/A,Philippines,Western Visayas,Antique,Sibalom,Antique poblacion forest along riverbank,Antique poblacion forest along riverbank,In shaded and moist places along riverbank,N/A,N/A,2210265,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1896/920/C0368029F.jpg,C0368029F,Col. L. & A. Fay 1206,L. Fay,A. Fay,1206,11 Apr 1985,1985-04-11,N/A,Drynaria laurentii (Christ.) Hieron.,Drynaria laurentii,N/A,N/A,N/A,Liberia,N/A,N/A,N/A,LIBERIA. Cuttington University College. Alt. 250 m.,Cuttington University College,"On tree trunk about 10 feet from ground; common in groves of rubber trees on trunks. Pinnae 12-15 pairs (fertile leaves); stipe/blade 15,16,17/55,59,55 cm. Sterile leaves 25 x 12 cm. no stipe.",Alt. 250 m.,N/A,2111378,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1990/120/C0356535F.jpg,C0356535F,Coll. H. St. John,H. St. John,N/A,16662,"Aug. 26, 1934",1934-08-26,N/A,Humata banksii Alston,Humata banksii,E. B. Copeland,N/A,N/A,French Polynesia,Austral Islands,Rurutu,N/A,Northwest slope of Teape Teti woods on mossy tree limb,Northwest slope of Teape Teti woods,Epiphyte Fronds mostly pendent coriaceous,altitude 350 meters,N/A,1435764,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1995/841/C0383576F.jpg,C0383576F,T. G. Yuncker,T. G. Yuncker,N/A,"18,561","Mar. 30, 1958",1958-03-30,N/A,Selaginella plana (Diev.) Hieron.,Selaginella plana,unsure and check,N/A,N/A,Jamaica,Portland,N/A,N/A,On wet embankment along trail rain forest John Crow Mts. 1.5-2 miles southwest of Ecclesdown,John Crow Mountains 1.5 to 2 miles southwest of Ecclesdown,On wet embankment along trail rain forest,Alt. 1500-2500 ft.,N/A,1481955,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1982/572/C0383180F.jpg,C0383180F,A. Carestia,A. Carestia,N/A,s.n.,1871,1871-00-00,N/A,Lycopodium complanatum L.,Lycopodium complanatum,J. H. Wilce,1962,N/A,Italy,Piedmont,Valsesia,Scopello,Salita alla Boscarola presso Scopello in Valsesia,Salita alla Boscarola,N/A,N/A,N/A,28302,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1991/498/C0358423F.jpg,C0358423F,coll. C.J. Chamberlain,C. J. Chamberlain,N/A,s.n.,"Oct. 15, 1911",1911-10-15,N/A,Trichomanes reniforme,Trichomanes reniforme,N/A,N/A,N/A,New Zealand,N/A,N/A,Ohakune,Ohakune,[precise locality unknown],N/A,N/A,N/A,1407795,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2116/918/C0662992F.jpg,C0662992F,R. L. Wilbur no. 8185 E. L. Dunn H. A. Hespenheide D. R. Wiseman,R. L. Wilbur,E. L. Dunn | H. A. Hespenheide | D. R. Wiseman,8185,2 August 1964,1964-08-02,N/A,Cnemidaria grandifolia (Willd.) Proctor var. grandifolia,Cnemidaria grandifolia,R. L. Wilbur,1966,N/A,Dominica,Saint Paul,N/A,N/A,Parish of St. Paul Disturbed rainforest in the upper Layou Valley about 5 miles from Clarke Hall towards Pont Cassé,Upper Layou Valley about 5 miles from Clarke Hall towards Pont Cassé,Disturbed rainforest,N/A,N/A,1670026,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2128/029/C0377971F.jpg,C0377971F,R.B. & A.J. Faden,R. B. Faden,A. J. Faden,77/31,2 Jan 1977,1977-01-02,N/A,Trigonospora obtusiloba Sledge,Trigonospora obtusiloba,unsure and check,N/A,N/A,Sri Lanka,Central,Nuwara Eliya,N/A,between mile posts 46/3 and 46/4 on Nuwara Eliya-Kandy road,between mile posts 46/3 and 46/4 on Nuwara Eliya-Kandy road,Shady moist bank near stream Local and uncommon,ca 1980 m,6 59'N 80 45'E,2089703,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/326/926/C0003693F.jpg,C0003693F,leg. H.K.,H. K.,N/A,68/641,5.VII.1968,1968-07-05,N/A,Crucispora naucorioides HK. 1971 (Typus),Crucispora naucorioides,unsure and check,1971,Cyathea dealbata | C. smithii | Phyllocladus | Podocarpus,New Zealand,N/A,N/A,N/A,Kauaeranga Valley Coromandel Peninsula N.Z.,Kauaeranga Valley Coromandel Peninsula,in Humus unter Cyathea dealbata C. smithii Phyllocladus Podocarpus etc.,N/A,N/A,1017207,Typed,Typus
https://fm-digital-assets.fieldmuseum.org/407/128/C0004429F.jpg,C0004429F,Singer,R. Singer,N/A,B 7463,14 V 1973,1973-05-14,N/A,Hygrocybe dimorphobasiditata Sing.,Hygrocybe dimorphobasiditata,R. Singer,N/A,N/A,Ecuador,Napo,N/A,Lago Agrio,Lago Agrio,Lago Agrio,Ad terram in hylaea,N/A,N/A,1017827,Typed,Type
https://fm-digital-assets.fieldmuseum.org/407/130/C0004430F.jpg,C0004430F,Singer,R. Singer,N/A,M10517,23 II 1988,1988-02-23,N/A,Hygrocybe fuegiana Sing (= H. rosea sensu Horak),Hygrocybe fuegiana,N/A,N/A,Sphagnum | Rubus geoides,Argentina,Tierra del Fuego,Ushuaia,N/A,ya road Ushuaya-Lago Fagnano SW of highest point,Ushuaya-Lago Fagnano southwest of highest point,Gregarious in bog margin,N/A,N/A,F1075922,Typed,Holotype
https://fm-digital-assets.fieldmuseum.org/276/684/C0000578F.jpg,C0000578F,"John J. Engel, Matt von Konrat & John E. Braggins",J. J. Engel,M. von Konrat | J. E. Braggins,23773,12 February 2003,2003-02-12,N/A,Telaranea lindenbergii var. papillata Engel & Merr.,Telaranea lindenbergii,N/A,N/A,Blechnum novae-zelandiae | Weinmannia | Dicksonia squarrosa | Leptospermum scoparium,New Zealand,Auckland,N/A,N/A,"Whareorino Forest, start of track to Leitch's Hut","Whareorino Forest, start of track to Leitch's Hut","On clayey bank. Clay banks with Blechnum novae-zelandiae overhang, Weinmannia and Dicksonia squarrosa dominant canopy and occasional Leptospermum scoparium",280 m,"38° 24.5' S, 174° 49.8' E",1173554,Typed,Holotype
https://fm-digital-assets.fieldmuseum.org/2535/382/C2079898F.jpg,C2079898F,Marko Lewis,M. Lewis,N/A,78-2684,21-22 November 1978,1978-11-21,1978-11-22,Kindbergia praelonga (Hedw.) Ochyra,Kindbergia praelonga,W. C. Steere,N/A,N/A,Ecuador,Imbabura,N/A,N/A,E. side of Cerro Cotacachi NW of Cotacachi,East side of Cerro Cotacachi northwest of Cotacachi,Wet bank of runoff ravine,3750 m,0°22'N 78°20'W,1065158,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/873/C2077559F.jpg,C2077559F,Marko Lewis,M. Lewis,N/A,78-3163,8 December 1978,1978-12-08,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata,W. C. Steere | E. De Luna,1992,N/A,Ecuador,Azuay,N/A,N/A,"Area Nacional de Recreación ""Cajas"", forested hill S. of ""Surrochuco"" (Laguna Llaviuco), SW of Sayausí","Area Nacional de Recreación Cajas, forested hill south of Surrochuco, Laguna Llaviuco, southwest of Sayausí",Stone wall,3240 m,"2°55'S, 79°09'W",1065433,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/883/C2077563F.jpg,C2077563F,R.Benoist,R. Benoist,N/A,4659,s.d.,0000-00-00,N/A,Hedwigia albicans (Web.) Lindb.,Hedwigia ciliata,E. De Luna,1992,N/A,Ecuador,N/A,N/A,Quito,environs de Quito,[precise locality unknown],N/A,N/A,N/A,1089453,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/887/C2077564F.jpg,C2077564F,Lég. R. Benoist,R. Benoist,N/A,s.n.,27 mars 1930,1930-03-27,N/A,Hedwigia albicans (Web.) Lindb.,Hedwigia ciliata,E. De Luna | I. Thériot,1992 | N/A,N/A,Ecuador,N/A,N/A,Quito,Sur rocher d'andésite. Quito,[precise locality unknown],Sur rocher d'andésite,N/A,N/A,1039455,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/891/C2077565F.jpg,C2077565F,COLLECTED BY R. S. WILLIAMS 1901-1902,R. S. Williams,N/A,2853,April 30 1902,1902-04-30,N/A,Hedwigia albicans (W. P. Schimper),Hedwigia ciliata,E. De Luna,1992,N/A,Bolivia,N/A,N/A,N/A,near Pelechuco,near Pelechuco,N/A,3500 meters,N/A,C00775656,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/895/C2077566F.jpg,C2077566F,Marko Lewis,M. Lewis,N/A,79-1237A,22 March 1979,1979-03-22,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata,E. De Luna,1992,N/A,Bolivia,La Paz,Larecaja,N/A,Near large red outcrop 2 mi. from Sorata down Rio Consata,Near large red outcrop 2 miles from Sorata down Rio Consata,Bromeliad habitat. Abundant on rock faces of exposed cliffs,2630 m,15° 41' S. 68° 43' W.,1032221,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/899/C2077567F.jpg,C2077567F,Marko Lewis,M. Lewis,N/A,79-1232,22 March 1979,1979-03-22,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata,E. De Luna,1992,N/A,Bolivia,La Paz,Larecaja,N/A,Near large red outcrop 2 mi. from Sorata down Rio Consata,Near large red outcrop 2 miles from Sorata down Rio Consata,Bromeliad-grass habitat on exposed cliffs,2630 m,15° 41' S 68° 43' W,C2077567F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/903/C2077568F.jpg,C2077568F,Marko Lewis,M. Lewis,N/A,79-1114,6 March 1979,1979-03-06,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata,E. De Luna,1992,N/A,Bolivia,La Paz,Saavedra,N/A,"On mountain side directly N. of river, beneath Niño Karine, NNW of Chuma","On mountain side directly North of river, beneath Niño Karine, North-Northwest of Chuma",Humid cliffs and steep slopes,3320 m.,"15° 08' S., 69° 03' W.",C2077568F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/908/C2077569F.jpg,C2077569F,F. J. Hermann,F. J. Hermann,N/A,25152,"December 27, 1972",1972-12-27,N/A,Hedwigia ciliata (Hedw.) Beauv.,Hedwigia ciliata,E. De Luna,1992,N/A,Bolivia,Cochabamba,N/A,N/A,"On conglomerate boulder on shrubby NW slope of Mt. Tunari, near Liriuni Aguas Termales Hotel, alt. ca. 2700 m., 28 km. NW","On conglomerate boulder on shrubby northwest slope of Mount Tunari, near Liriuni Aguas Termales Hotel, 28 kilometers northwest",On conglomerate boulder on shrubby northwest slope,alt. ca. 2700 m.,N/A,1040675,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/555/C2077570F.jpg,C2077570F,Ynes Mexia,Y. Mexia,N/A,6204,"Dec. 2, 1931",1931-12-02,N/A,Pilotrichum subchlorophyllosum C. M.,Pilotrichum subchlorophyllosum,E. Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche,Above Pongo de Manseriche,Streamlet near mouth of Rio Santiago On fallen log,Alt. 400 m.,N/A,1057692,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/556/C2077571F.jpg,C2077571F,Ynes Mexia,Y. Mexia,N/A,6204,"Dec. 2, 1931",1931-12-02,N/A,Pilotrichum subchlorophyllum,Pilotrichum subchlorophyllum,Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche Streamlet near mouth of Rio Santiago On fallen log,Above Pongo de Manseriche Streamlet near mouth of Rio Santiago,On fallen log,Alt. 400 m.,N/A,C2077571F,Typed,No type status
https://fm-digital-assets.fieldmuseum.org/2537/557/C2077572F.jpg,C2077572F,A. C. Smith,A. C. Smith,N/A,2748,"Dec. 15-24, 1937",1937-12-15,1937-12-24,Pilotricum flaccidum C. M.,Pilotricum flaccidum,E. B. Bartram,N/A,N/A,Guyana,N/A,N/A,N/A,Basin of Essequibo River near mouth of Onoro Creek lat. about 1°35' N.,Basin of Essequibo River near mouth of Onoro Creek,On decayed wood in swamp dense forest,N/A,lat. about 1°35' N.,1023751,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/558/C2077573F.jpg,C2077573F,J.Florschütz-de Waard & R.Zielman,J. Florschütz-de Waard,R. Zielman,5315,5 - 11 - 1981,1981-11-05,N/A,Pilosiom chlorophyllum (Hornsch.) C.Müll. c.fr.,Pilosiom chlorophyllum,R. Zielman,N/A,Cecropia,Suriname,Nickerie,N/A,N/A,area of Kabalebo Dam project distr. Nickerie line NW from road km 39.5 p. 5N 58W qu.SE,area of Kabalebo Dam project line NW from road km 39.5,Secondary wood with Cecropia (bospapaja) on rotting log,ALT. 0 - 50 m,5N 58W qu.SE,1073523,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/559/C2077574F.jpg,C2077574F,J. Florschütz-de Waard & R. Zijlman,J. Florschütz-de Waard,R. Zijlman,5254,5-11-1981,1981-11-05,N/A,Pilosium chlorophyllum (Hornsch.) C. Müll.,Pilosium chlorophyllum,R. Zijlman,N/A,N/A,Suriname,Nickerie,N/A,N/A,area of Kabalebo Dam project distr. Nickerie line NW from road km 39.5 p. 5N 50W qu. SE,area of Kabalebo Dam project line NW from road kilometer 39.5 point 5N 50W quadrant SE,Savanna forest on rotting log,Alt. 0 - 50 m.,N/A,1073529,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/560/C2077575F.jpg,C2077575F,J. Florschütz-de Waard & R. Zijlman,J. Florschütz-de Waard,R. Zijlman,5098,30-10-1981,1981-10-30,N/A,Pilosium chlorophyllum (Hornsch.) C. Müll.,Pilosium chlorophyllum,R. Zijlman,N/A,N/A,Suriname,Nickerie,N/A,N/A,area of Kabalebo Dam project distr. Nickerie line W from road 34 km p. 5N 58W qu. SE,area of Kabalebo Dam project line West from road 34 kilometers,Rainforest on rotting log,Alt. 0 - 50 m.,5N 58W,1073528,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/561/C2077576F.jpg,C2077576F,"J.C.Lindeman,A.A.A.Göts-van Rijn,M.J.Jansen-Jacobs & A.M.C.Hetterscheid-Hollants",J. C. Lindeman,A. A. A. Göts-van Rijn | M. J. Jansen-Jacobs | A. M. C. Hetterscheid-Hollants,243 A,3-IX-1980,1980-09-03,N/A,Pilotricum chlorophyllum (Hornsch.) C.Müll.,Pilotricum chlorophyllum,H. H. Zijlstra,N/A,N/A,Suriname,Nickerie,N/A,N/A,Area of Kabalebo Dam project distr. Nickerie Forest S of km 28.7,Area of Kabalebo Dam project Forest South of kilometer 28.7,Epiphyte on tree trunk,Alt.: 30 - 130 m.,5°09' N 57°30' W,C02077576F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/562/C2077577F.jpg,C2077577F,J. Florschütz-de Waard and R. Zijlman 5141,J. Florschütz-de Waard,R. Zijlman,5141,31 October 1981,1981-10-31,N/A,Pilosium chlorophyllum (Hornsch.) C. Müll.,Pilosium chlorophyllum,R. Zijlman,N/A,Astrocaryum,Suriname,Nickerie,N/A,N/A,Kabalebo river area line W from road km 34,Kabalebo river area line W from road kilometer 34,On decaying log in marsh forest with Astrocaryum,alt. 0-50 m,5°N 58°W,1079833,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/563/C2077578F.jpg,C2077578F,J. and P.A. Florschütz,J. Florschütz,P. A. Florschütz,4690,18 December 1975,1975-12-18,N/A,PILOSTIUM CHLOROPHYLLUM (Hornsch.) C. Muell.,Pilostium chlorophyllum,R. Zielman | J. Florschütz-de Waard,N/A,N/A,Suriname,N/A,N/A,N/A,Brownsberg trail to Leo Val,Brownsberg trail to Leo Val,On rotting log in rainforest,alt. ca. 500 m.,N/A,C2077578F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/564/C2077579F.jpg,C2077579F,H.Cornelissen & S.R.Gradstein C076,H. Cornelissen,S. R. Gradstein,C076,8 March 1977,1977-03-08,N/A,Pilosium chlorophyllum (Hornsch.) C. Müll.,Pilosium chlorophyllum,J. Florschütz-de Waard,N/A,N/A,Guyana,N/A,N/A,N/A,GUYANA Mabura Hill 180 km S of Georgetown,Mabura Hill 180 kilometers south of Georgetown,On rotting tree base in mixed rain forest,alt. 0-50 m,5°20'N 58°40'W,1091586,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/565/C2077580F.jpg,C2077580F,R. Spruce,R. Spruce,N/A,5321,N/A,0000-00-00,N/A,Streptophlœum chlorophyllum Hornsch.,Pilosium chlorophyllum,R. R. Ireland | W. R. Buck,1992,N/A,Brazil,Para,N/A,N/A,Fl. Amazon prope Para,[precise locality unknown],N/A,N/A,N/A,1078188,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/566/C2077581F.jpg,C2077581F,Richard Evans Schultes & Isidoro Cabrera,R. E. Schultes,I. Cabrera,7932,"Oct. 22, 1952",1952-10-22,N/A,Pilotrichum chlorophyllum (Hornsch.) Jaeg.,Pilotrichum chlorophyllum,H. A. Crum,1956,N/A,Colombia,Vaupés,N/A,N/A,Río Vaupés Mitu and vicinity Cerro Mitá,Cerro Mitá,On rotten log,N/A,Lat. 1° N Long. 70° 5' W,1055492,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/567/C2077582F.jpg,C2077582F,Richard Evans Schultes et Isidoro Cabrera,R. E. Schultes,I. Cabrera,14294,"October 4-6, 1951",1951-10-04,1951-10-06,Pilosiun chlorophyllum (Hornsch.) C. M.,Pilosiun chlorophyllum,H. A. Crum,1956,N/A,Colombia,Vaupés,N/A,N/A,"Rio Kuduyari (affluent of Rio Vaupés), Yapobodá, quartzite savannah","Rio Kuduyari, Yapobodá",quartzite savannah,N/A,N/A,1055491,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/568/C2077583F.jpg,C2077583F,RICHARD EVANS SCHULTES,R. E. Schultes,N/A,12309,June 1951,1951-06-00,N/A,PILOSIUM CHLOROPHYLLUM (HORNSCH.) C. M. in BROTH.,Pilosium chlorophyllum,D. Griffin III,June 1951,N/A,Colombia,Vaupés,N/A,N/A,Rio Apaporis. Soratama,Rio Apaporis. Soratama,On trunks,N/A,N/A,1055490,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/569/C2077584F.jpg,C2077584F,RICHARD EVANS SCHULTES,R. E. Schultes,N/A,11128,Dec. 1950,1950-12-00,N/A,Pilosium chlorophyllum (Hsch.) C. M. in Broth.,Pilosium chlorophyllum,D. Griffin III,N/A,N/A,Colombia,Guaviare,N/A,San Jose del Guaviare,San Jose del Guaviare,San Jose del Guaviare,N/A,N/A,N/A,C2077584F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/570/C2077585F.jpg,C2077585F,Ynes Mexia,Y. Mexia,N/A,6014a,"Aug. 31, 1931",1931-08-31,N/A,Filosum chlorophyllum (Hsch.) C. M.,Filosum chlorophyllum,E. Bartram,N/A,N/A,Brazil,Pará,Acará,N/A,Thomé Assú; down Rio Acará 3 km,Thomé Assú; down Rio Acará 3 kilometers,On fallen log,Alt. 35 m.,N/A,C027586F,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/571/C2077586F.jpg,C2077586F,Ynes Mexia,Y. Mexia,N/A,5914,"July 16, 1931",1931-07-16,N/A,Pilosiun Chlorophyllosum (Hsch.) C. M.,Pilosiun chlorophyllosum,N/A,N/A,N/A,Brazil,Pará,Acará,N/A,Thomé Assú Japanese Colony,Thomé Assú Japanese Colony,On rotting log in woods Abundant,Alt. about 30 m.,N/A,870829,Typed,no type status
