accessURI,catalogNumber,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,substrate,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
https://fm-digital-assets.fieldmuseum.org/1073/033/C0666203F.jpg,C0666203F,Macbride & Featherstone,Macbride,Featherstone,1622,"July 8-22, 1922",1922-07-08,1922-07-22,Dryopteris Pavoniana (Kl.)C.Chr.,Thelypteris pavoniana (Kl.) Tryon,Alan R. Smith,1979 1989,N/A,Peru,N/A,N/A,N/A,Mito,Mito,Sunny dirt ledges of the grass shrub formation,N/A,about 9000 ft.,N/A,518129,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1073/032/C0666202F.jpg,C0666202F,J. J. Wurdack,J. J. Wurdack,N/A,705,1 June 1962,1962-06-01,N/A,Thelypteris pavoniana (Klotsch),Thelypteris pavoniana (Klotzsch) Tryon,Alan R. Smith,"1979, 1989",N/A,Peru,Amazonas,Chachapoyas,N/A,Upper slopes of Puma-urcu east-southeast of Chachapoyas,"Upper slopes of Puma-urcu, east southeast of Chachapoyas",On banks,N/A,2700-3000 m.,N/A,1647265,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1072/942/C0666112F.jpg,C0666112F,Rolla M. Tryon & Alice F. Tryon,R. M. Tryon,A. F. Tryon,5202,"Aug. 13, 1956",1956-08-13,N/A,Thelypteris,Thelypteris opulenta (Kaulf.) Fosberg,Alan R. Smith,"1979, 1989",N/A,Peru,Loreto,Maynas,N/A,"Rio Itaya, 10 km. s. of Iquitos","Rio Itaya, 10 km south of Iquitos",In old banana planting,N/A,N/A,N/A,1587072,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1081/508/C0639123F.jpg,C0639123F,"Louis O. Williams, Antonio Molina R. and Terua P. Williams",L. O. Williams,A. Molina R. | T. P. Williams,23634,"January 8-15, 1963",1963-01-08,1963-01-15,N/A,Lycopodium clavatum L.,C. V. Morton & D. B. Lellinger,1964,N/A,Nicaragua,Matagalpa,N/A,N/A,"Sta. María de Ostuma, Cordillera Central de Nicaragua between Matagalpa and Jinotega","Santa María de Ostuma, Cordillera Central de Nicaragua, between Matagalpa and Jinotega",Cloud forest area,N/A,1300-1500 meters,N/A,1604338,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1748/926/C0675553F.jpg,C0675553F,"John T. Atwood, Jr.","J. T. Atwood, Jr.",N/A,77105,8 Feb. 1977,1977-02-08,N/A,Adiantum trapeziforme L.,Adiantum exuberans McCarthy & Hickey,M. R. McCarthy,2012,N/A,Nicaragua,Granada,N/A,N/A,Volcan Mombacho. Lower cloud forest near finca Cutirre,"Volcan Mombacho, near finca Cutirre",Lower cloud forest,N/A,N/A,N/A,1868242,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1749/002/C0675619F.jpg,C0675619F,H. et al.,G. B. Hinton,et al.,7644,4-21-35,1935-04-21,N/A,Adiantum trapeziforme L.,Adiantum exuberans McCarthy & Hickey,M. R. McCarthy,2012,N/A,Mexico,México,N/A,Temascaltepec,Pantoja,Pantoja,Dry barranca,N/A,N/A,N/A,954869,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1751/323/C0355438F.jpg,C0355438F,R.A.Maas Geesteranus,R. A. Maas Geesteranus,N/A,5744,12-VIII-1949,1949-08-12,N/A,Asplenium dregeanum Kze.,Asplenium sandersonii Hook.,R. Faden,1976,N/A,Kenya,Nyanza,N/A,N/A,"Kericho Distr., South Western Mau Forest Reserve, camp 8, river Itare","Kericho District, South Western Mau Forest Reserve, camp 8, river Itare","Riparian-woodland along river, among others with Conopharyngia holstii",N/A,1920 m s.m,"lat. 0°36'30"" S., long. 35°18'20"" E.",1445440,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1824/625/C0359489F.jpg,C0359489F,"M. Véliz con J. M. Véliz, J. Charco, H. Sains, J. Lopez y R. Esteban",M. Véliz,J. M. Véliz | J. Charco | H. Sains | J. Lopez | R. Esteban,MV 16199,22/XI/2005,2005-11-22,N/A,Lophosoria quadripinnata (J.F. Gmel)C. Chr. var quadripinnata,Lophosoria quadripinnata (J.F. Gmel)C. Chr. var quadripinnata,M. Véliz,24/XI/2005,N/A,Guatemala,Jalapa,N/A,N/A,"Aldea San Raymundo, río Manzanillos","Aldea San Raymundo, Río Manzanillos",Bosque de Quercus sp.,N/A,2308 msmn,14° 33' 43.7 N; 90° 06' 19.7 O.,2298970,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1752/612/C0662895F.jpg,C0662895F,Chas. F. Millspaugh,C. F. Millspaugh,N/A,893,Jan. 28-Feb. 06,1899-01-28,1899-02-06,Asplenium dentatum L.,Asplenium dentatum L.,N/A,N/A,N/A,Jamaica,N/A,N/A,Port Antonio,Port Antonio,[precise locality unknown],N/A,N/A,N/A,N/A,60893,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1847/286/C0363828F.jpg,C0363828F,T. G. Yuncker,T. G. Yuncker,N/A,17429,"Nov. 17, 1957",1957-11-17,N/A,Lycopodium cernuum L.,Lycopodium cernuum L.,N/A,N/A,N/A,Jamaica,St. Andrew,N/A,N/A,along trail near Bellevue,Along trail near Bellevue,Scrambling over side of cut,N/A,3000-4000 ft.,N/A,1483756,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1847/445/C0363985F.jpg,C0363985F,Carvalho,Carvalho,N/A,2092,25-VII-1986,1986-07-25,N/A,Lycopodiella cernua (L.) Pic.-Serm.,Lycopodiella cernua (L.) Pic.-Serm.,J. Fernández Casas,1991,N/A,Equatorial Guinea,N/A,N/A,N/A,"Bioco: Malabo - Basilé, km 13, cerca de Basilé","Bioco: Malabo - Basilé, Kilometer 13, cerca de Basilé",Margenes de la carretera,N/A,390 m,32NMK7808,2201362,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1847/568/C0363442F.jpg,C0363442F,Henk van der Werff,H. van der Werff,N/A,11699,12 June 1990,1990-06-12,N/A,Diplazium assimile (Endl.) Bedd.,Diplazium assimile (Endl.) Bedd.,Henk van der Werff,1991,N/A,Australia,Queensland,N/A,N/A,"Boonjee logging area, at base of Mt. Bartle Frere","Boonjee logging area, at base of Mount Bartle Frere",Rainforest,N/A,N/A,145°43'E 17°25'S,2094887,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2128/136/C0378283F.jpg,C0378283F,M. Tagawa & K. Iwatsuki,M. Tagawa,K. Iwatsuki,1150,"July 28, 1956.",1956-07-28,N/A,Diplazium amabile (Tag.) Tag.,Diplazium amabile (Tag.) Tag.,N/A,N/A,N/A,Japan,Kagoshima,N/A,N/A,"Kyushu. western slope of Mt. Hoyoshi, south of Kanoya City","Kyushu, western slope of Mount Hoyoshi, south of Kanoya",Wet rocky slope in densely wooded ravine,N/A,N/A,N/A,1479055,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1862/027/C0364726F.jpg,C0364726F,W. Takeuchi & J. Wiakabu,W. Takeuchi,J. Wiakabu,9366,"February 5, 1994",1994-02-05,N/A,Blechnum ledermanni Brause,Blechnum ledermanni Brause,N/A,N/A,N/A,Papua New Guinea,N/A,N/A,N/A,New Ireland; Hans Meyer Range. Site 4 on the expedition report,"New Ireland, Hans Meyer Range, Site 4 on the expedition report",Pristine subcloud forest dominated by bryophytic and ferny growth,N/A,c. 1800 m,4°25'S X 152°59'E,2158436,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1864/937/C0366013F.jpg,C0366013F,Tagawa & Iwatsuki,Tagawa,K. Iwatsuki,888,"May 20, 1956",1956-05-20,N/A,Dryopteris crassirhizoma Nakai,Dryopteris crassirhizoma Nakai,N/A,N/A,N/A,Japan,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,N/A,1479001,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1863/394/C0366453F.jpg,C0366453F,J. Ohwi,J. Ohwi,N/A,202,April 1951,1951-04-00,N/A,Polystichum tripteron Presl,Polystichum tripteron Presl,N/A,N/A,N/A,Japan,N/A,N/A,N/A,Honco: Jimmuji in Sagami,Honco: Jimmuji in Sagami,N/A,N/A,N/A,N/A,1464206,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1862/882/C0364207F.jpg,C0364207F,Father Morice Vanoverbergh,F. M. Vanoverbergh,N/A,3591,April 1913,1913-04-00,N/A,Asplenium contiguum.Kaulf.,Asplenium contiguum.Kaulf.,N/A,N/A,N/A,Philippines,N/A,N/A,N/A,Bontoc Subprovince. Luzon,Bontoc Subprovince. Luzon,N/A,N/A,N/A,N/A,393439,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1897/625/C0376117F.jpg,C0376117F,R.B. & A.J. Faden,R. B. Faden,A. J. Faden,77/53,5 Jan. 1977,1977-01-05,N/A,Pyrossia lanceolata (L.) Farw.,Pyrossia lanceolata (L.) Farw.,D.B. Lellinger,1979,N/A,Sri Lanka,North Western,Kurunegala,N/A,Doluwakanda Hill,Doluwakanda Hill,Forest,N/A,600 m,"ca. 7°37'N, 80°24'30""E",2014294,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1904/108/C0377881F.jpg,C0377881F,"Albert N. Steward, C. Y. Chiao, and H. C. Cheo",A. N. Steward,C. Y. Chiao | H. C. Cheo,344,"Sept. 4, 1931",1931-09-04,N/A,Dryopteris esquirolii Christ,Thelypteris esquirolii (Christ) Ching,N/A,N/A,N/A,China,Kweichow,N/A,N/A,"Ta Ho Yen, Fan Ching Shan","Ta Ho Yen, Fan Ching Shan",Moist brushy slope,N/A,980 m,N/A,779919,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1909/756/C0382365F.jpg,C0382365F,Julie F. Barcelona,J. F. Barcelona,N/A,48,"Nov., 1989",1989-11-00,N/A,Selaginella cf. repanda,Selaginella philippina Spring,J.F. Barcelona,13 Sep. 2005,N/A,Philippines,Western Visayas,Antique,Sibalom,"W. Visayas,Panay I., Antique Prov.,Sibalom,Egaña","Panay Island, Egaña",On shaded and moist areas along river bank,N/A,N/A,N/A,2210265,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1896/920/C0368029F.jpg,C0368029F,L. & A. Fay,L. Fay,A. Fay,1206,11 Apr 1985,1985-04-11,N/A,Drynaria laurentii (Christ.) Hieron.,Drynaria laurentii (Christ.) Hieron.,N/A,N/A,N/A,Liberia,N/A,N/A,N/A,Cuttington University College,Cuttington University College,Common in groves of rubber trees,bark,250 m,N/A,2111378,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1990/120/C0356535F.jpg,C0356535F,H. St. John,H. St. John,N/A,16662,"Aug. 26, 1934",1934-08-26,N/A,Humata banksii Alston,Humata banksii Alston,E.B.Copeland,N/A,N/A,French Polynesia,Austral Islands,N/A,N/A,"Rurutu. Northwest slope of Teape, Teti woods","Rurutu, northwest slope of Teape, Teti woods",Woods,twigs,350 meters,N/A,1435764,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1995/841/C0383576F.jpg,C0383576F,T. G. Yuncker,T. G. Yuncker,N/A,18561,"Mar. 30, 1958",1958-03-30,N/A,Selaginella plana (Diev.) Hieron.,Selaginella plana (Diev.) Hieron.,N/A,N/A,N/A,Jamaica,Portland,N/A,N/A,"John Crow Mts., 1.5-2 miles south-west of Ecclesdown","John Crow Mountains, 1.5-2 miles southwest of Ecclesdown","On wet embankment along trail, rainforest",N/A,1500-2500 ft,N/A,1481965,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1982/572/C0383180F.jpg,C0383180F,A. Carestia,A. Carestia,N/A,s.n.,1871,1871-00-00,N/A,Lycopodium complanatum L.,Lycopodium complanatum L.,J. H. Wilce,1962,N/A,Italy,N/A,N/A,N/A,Salita alla Boscarola presso Scopello in Valsesia,Salita alla Boscarola presso Scopello in Valsesia,N/A,N/A,N/A,N/A,1021302,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/1991/498/C0358423F.jpg,C0358423F,C.J. Chamberlain,C. J. Chamberlain,N/A,s.n.,"Oct. 15, 1911",1911-10-15,N/A,Trichomanes reniforme,Trichomanes reniforme,N/A,N/A,N/A,New Zealand,N/A,N/A,Ohakune,Ohakune,[precise locality unknown],N/A,N/A,N/A,N/A,1407795,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2116/918/C0662992F.jpg,C0662992F,"R. L. Wilbur E. L. Dunn, H. A. Hespenheide, D. R. Wiseman",R. L. Wilbur,E. L. Dunn | H. A. Hespenheide | D. R. Wiseman,8185,2 August 1964,1964-08-02,N/A,Cnemidaria grandifolia (Willd.),Cnemidaria grandifolia (Willd.) Proctor var. grandifolia,R. G. Stolze,1971,N/A,Dominica,Saint Paul,N/A,N/A,Parish of St. Paul: Disturbed rainforest in the upper Layou Valley about 5 miles from Clark Hall towards Pont Cassé,Upper Layou Valley about 5 miles from Clark Hall towards Pont Cassé,Disturbed rainforest,N/A,N/A,N/A,1670026,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2128/029/C0377971F.jpg,C0377971F,R.B. & A.J.Faden,R. B. Faden,A. J. Faden,77/31,2 Jan 1977,1977-01-02,N/A,Thelypteris,Trigonospora obtusiloba Sledge,N/A,N/A,N/A,Sri Lanka,Central,Nuwara Eliya,N/A,between mile posts 46/3 and 46/4 on Nuwara Eliya-Kandy road,Between mile posts 46/3 and 46/4 on Nuwara Eliya-Kandy road,Shady moist bank near stream,N/A,ca 1980 m,"6°59'N,80°45'E",2089703,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/326/926/C0003693F.jpg,C0003693F,HK.,HK.,N/A,68/641,5.VII.1968,1968-07-05,N/A,Crucispora naucorioides HK.,Crucispora naucorioides HK.,N/A,N/A,N/A,New Zealand,N/A,N/A,N/A,"Kauaeranga Valley, Coromandel Peninsula","Kauaeranga Valley, Coromandel Peninsula","In humus unter Cyathea dealbata, Cyathea smithii, Phyllocladus, Podocarpus, etc.",soil,N/A,N/A,1017207,N/A,Type
https://fm-digital-assets.fieldmuseum.org/407/128/C0004429F.jpg,C0004429F,Singer,Singer,N/A,B 7463,14 V 1973,1973-05-14,N/A,Hygrocybe dimorphobasidiata Sing.,Hygrocybe dimorphobasidiata Sing.,N/A,N/A,N/A,Ecuador,Napo,N/A,N/A,Lago Agrio,Lago Agrio,Ad terram in hylaea,soil,N/A,N/A,N/A,N/A,Type
https://fm-digital-assets.fieldmuseum.org/407/130/C0004430F.jpg,C0004430F,Singer,Singer,N/A,M10517,23 II 1988,1988-02-23,N/A,Hygrocybe fuegiana Sing . ( = H. rosea sensu Horak),Hygrocybe fuegiana Sing . ( = H. rosea sensu Horak),N/A,N/A,N/A,Argentina,Tierra del Fuego,Ushuaia,N/A,"road Ushuaya-Lago Fagnano, SW of highest point","Road Ushuaia-Lago Fagnano, southwest of highest point",Gregarious in bog margin with Sphagnum spec. and Rubus geoides,N/A,N/A,N/A,1075922,Typed,Holotype
https://fm-digital-assets.fieldmuseum.org/276/684/C0000578F.jpg,C0000578F,"John J. Engel, Matt von Konrat & John E. Braggins",J. J. Engel,M. von Konrat | J. E. Braggins,23773,12 February 2003,2003-02-12,N/A,Telarena lindenbergii var. papillata Engel & Merr.,Telarena lindenbergii var. papillata Engel & Merr.,N/A,N/A,N/A,New Zealand,Auckland,N/A,N/A,"North Island. Auckland Prov.: Whareorino Forest, start of track to Leitch's Hut","North Island, Whareorino Forest, start of track to Leitch's Hut","Clay banks with Blechnum novae-zealandiae overhang, Weinmannia and Dicksonia squarrosa dominant canopy and occasional Leptospermum scoparium.",soil,280 m,"38° 24.5' S., 174° 49.8' E",1173554,Typed,Holotype
https://fm-digital-assets.fieldmuseum.org/2535/382/C2079898F.jpg,C2079898F,Marko Lewis,M. Lewis,N/A,78-2684,21-22 November 1978,1978-11-21,1978-11-22,Kindbergia praelonga (Hedw.)Ochyra,Kindbergia praelonga (Hedw.)Ochyra,W. C. Steere,N/A,N/A,Ecuador,Imbabura,N/A,N/A,"E. side of Cerro Cotacachi, NW of Cotacachi","East side of Cerro Cotacachi, northwest of Cotacachi",Wet bank of runoff ravine,N/A,3750 m,"0°22'N., 78°20'W",1065158,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/873/C2077559F.jpg,C2077559F,Marko Lewis,M. Lewis,N/A,78-3163,8 December 1978,1978-12-08,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata (Hedw.) P. Beauv.,Efrain De Luna,1992,N/A,Ecuador,Azuay,N/A,N/A,"Area Nacional de Recreación ""Cajas"", forested hill S. of ""Surrochucho"" (Laguna Llaviuco), SW of Sayausí","Area Nacional de Recreación ""Cajas"", forested hill south of ""Surrochucho"" (Laguna Llaviuco), southwest of Sayausí",Forested hill; stone wall,wall,3240 m,"2°55'S., 79°09'W",1065433,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/883/C2077563F.jpg,C2077563F,R.Benoist,R.Benoist,N/A,4659 pp.,s.d.,s.d.,N/A,Hedwigia albicans (Web.)Lindb.,Hedwigia ciliata (Hedw.) P. Beauv.,Efrain De Luna,1992,N/A,Ecuador,Pichincha,N/A,N/A,Environs de Quito,Environs de Quito,N/A,N/A,N/A,N/A,1089453,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/887/C2077564F.jpg,C2077564F,R.Benoist,R.Benoist,N/A,2279,27 mars 1930,1930-03-27,N/A,Hedwigia albicans (Web.)Lindb.,Hedwigia ciliata (Hedw.) P. Beauv.,Efrain De Luna,1992,N/A,Ecuador,Pichincha,N/A,Quito,Equateur. Quito.,[precise locality unknown],Sur rocher d'andésite,rock,N/A,N/A,1089455,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/891/C2077565F.jpg,C2077565F,R. S. Williams,R. S. Williams,N/A,2850,"April 30, 1902",1902-04-30,N/A,Hedwigia albicans (Web.) Lindb.,Hedwigia ciliata (Hedw.) P. Beauv.,Efrain De Luna,1992,N/A,Bolivia,N/A,N/A,N/A,Near Pelichuco,Near Pelichuco,N/A,N/A,3000 meters,N/A,1089454,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/895/C2077566F.jpg,C2077566F,Marko Lewis,M. Lewis,N/A,79-1237A,22 March 1979,1979-03-22,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata (Hedw.) P. Beauv.,Efrain De Luna,1992,N/A,Bolivia,La Paz,Larecaja,N/A,Near large red outcrop 2 mi. from Sorata down Río Consata,Near large red outcrop 2 miles from Sorata down Río Consata,Bromeliad habitat. Abundant on rock faces of exposed cliffs,rock,2630 m,"15° 41' S., 68° 43' W",1032221,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/899/C2077567F.jpg,C2077567F,Marko Lewis,M. Lewis,N/A,79-1232,22 March 1979,1979-03-22,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata (Hedw.) P. Beauv.,Efrain De Luna,1992,N/A,Bolivia,La Paz,Larecaja,N/A,Near large red outcrop 2 mi. from Sorata down Río Consata,Near large red outcrop 2 miles from Sorata down Río Consata,Bromeliad-grass habitat on exposed cliffs,rock,2630 m,"15° 41' S., 68° 43' W",1032219,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/903/C2077568F.jpg,C2077568F,Marko Lewis,M. Lewis,N/A,79-1114,6 March 1979,1979-03-06,N/A,Hedwigia ciliata (Hedw.) P. Beauv.,Hedwigia ciliata (Hedw.) P. Beauv.,Efrain De Luna,1992,N/A,Bolivia,La Paz,Bautista Saavedra,N/A,"On mountain side directly N. of river, beneath Niño Karine, NNW of Chuma","On mountain side directly north of river, beneath Niño Karine, north northwest of Chuma",Humid cliffs and steep slopes,rock,3320 m,"15° 08' S., 69° 03' W",1032220,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/908/C2077569F.jpg,C2077569F,F. J. Hermann,F. J. Hermann,N/A,25152,"December 27, 1972",1972-12-27,N/A,Hedwigia ciliata (Hedw.) Beauv.,Hedwigia ciliata (Hedw.) P. Beauv.,Efrain De Luna,1992,N/A,Bolivia,Cochabamba,N/A,N/A,"NW slope of Mt. Tunari, near Liriuni Aguas Termales Hotel, 28 km. NW Cochabamba","Northwestern slope of Mount Tunari, near Liriuni Aguas Termales Hotel, 28 kilometers northwest of Cochabamba",On conglomerate boulder on shrubby slope,boulder,ca. 2700 m.,N/A,1040675,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/555/C2077570F.jpg,C2077570F,Ynes Mexia,Y. Mexia,N/A,6204,"Dec. 2, 1931",1931-12-02,N/A,Pilosium subchlorophyllosum C.M.,Pilosium subchlorophyllosum C.M.,Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Streamlet near mouth of Rio Santiago,"Above Pongo de Manseriche, streamlet near mouth of Rio Santiago",On fallen log,log,400 m,N/A,1057692,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/556/C2077571F.jpg,C2077571F,Ynes Mexia,Y. Mexia,N/A,6204,"Dec. 2, 1931",1931-12-02,N/A,Pilosium subchlorophyllosum C.M.,Pilosium subchlorophyllosum C.M.,Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Streamlet near mouth of Rio Santiago,"Above Pongo de Manseriche, streamlet near mouth of Rio Santiago",On fallen log,log,400 m,N/A,N/A,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/557/C2077572F.jpg,C2077572F,A.C.Smith,A. C. Smith,N/A,2748,"Dec. 15-24, 1937",1937-12-15,1937-12-24,Pilosium flaccisetum C.M.,Pilosium flaccisetum C.M.,E. B. Bartram,N/A,N/A,Guyana,N/A,N/A,N/A,"Basin of Essequibo River, near mouth of Onoro Creek","Basin of Essequibo River, near mouth of Onoro Creek","Dense forest. On decayed wood, in swamp",wood,N/A,about 1°35' N,1023751,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/558/C2077573F.jpg,C2077573F,J.Florschütz-de Ward & R.Zielman,J. Florschütz-de Ward,R. Zielman,5315,5 - 11 - 1981,1981-11-05,N/A,Pilosium chlorophyllum (Hornsch.)C.Müll.,Pilosium chlorophyllum (Hornsch.)C.Müll.,Rudi Zielman,N/A,N/A,Suriname,N/A,N/A,N/A,"Area of Kabalebo Dam project, distr. Nickerie, line NW from road km 39.5","Area of Kabalebo Dam project, Nickerie district, line northwest from road Kilometer 39.5",Secondary woods with Cecropia (bospapaja). On rotting log,N/A,0 - 50 m,p. 5N 58W qu. SE,1073523,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/559/C2077574F.jpg,C2077574F,J.Florschütz-de Ward & R.Zielman,J. Florschütz-de Ward,R. Zielman,5254,3-11-1981,1981-11-03,N/A,Pilosium chlorophyllum(Hornsch.)C.Müll.,Pilosium chlorophyllum(Hornsch.)C.Müll.,R.Zielman,N/A,N/A,Suriname,N/A,N/A,N/A,"Area of Kabalebo Dam project, distr. Nickerie, line NW from road km 39.5","Area of Kabalebo Dam project, Nickerie district, line northwest from road Kilometer 39.5","Savanna forest, on rotting log",log,0 - 50 m,p. 5N 58W qu. SE,1073529,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/560/C2077575F.jpg,C2077575F,J.Florschütz-de Ward & R.Zielman,J. Florschütz-de Ward,R. Zielman,5098,30-10-1981,1981-10-30,N/A,Pilosium chlorophyllum(Hornsch.)C.Müll.,Pilosium chlorophyllum(Hornsch.)C.Müll.,R.Zielman,N/A,N/A,Suriname,N/A,N/A,N/A,"Area of Kabalebo Dam project, distr. Nickerie, line W from road 34 km","Area of Kabalebo Dam project, Nickerie district, line west from road 34 kilometers",Rainforest,log,0 - 50 m,p. 5N 58W qu. SE,1073528,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/561/C2077576F.jpg,C2077576F,"J.C.Lindeman,A.R.A.Görts-van Rijn,M.J.Jansen-Jacobs & A.M.C.Hetterscheid-Hollants",J. C. Lindeman,A. R. A. Görts-van Rijn | M. J. Jansen-Jacobs | A. M. C. Hetterscheid-Hollants,243A,3-IX-1980,1980-09-03,N/A,Pilosium chlorophyllum (Hornsch.) C.Müll.,Pilosium chlorophyllum (Hornsch.) C.Müll.,H.R.Zielman,N/A,N/A,Suriname,N/A,N/A,N/A,"Area of Kabalebo Dam project, distr.Nickerie, S of km 28.7","Area of Kabalebo Dam project, Nickerie district, south of Kilometer 28.7",Forest. Epiphyte on tree trunk,bark,30 - 130 m,"4° 5°NB, 57° 30' 58° WL",1073527,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/562/C2077577F.jpg,C2077577F,J.Florschütz-de Ward and R.Zielman,J. Florschütz-de Ward,R. Zielman,5141,31 October 1981,1981-10-31,N/A,Pilosium chlorophyllum (Hornsch.) C. Müll.,Pilosium chlorophyllum (Hornsch.) C. Müll.,R. Zielman,N/A,N/A,Suriname,N/A,N/A,N/A,"Distr. Nickerie, Kabalebo river area, line W. from road km 34","Nickerie district, Kabalebo river area, line west from road Kilometer 34",On decaying log in marsh forest with Astrocaryum,log,0-50 m,"5°N., 58°W",1079833,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/563/C2077578F.jpg,C2077578F,J. & P.A. Florschütz,J. Florschütz-de Ward,P. A. Florschütz,4690,18 December 1975,1975-12-18,N/A,Pilosium chlorophyllum (Hornsch.) C. Muell.,Pilosium chlorophyllum (Hornsch.) C. Muell.,R. Zielman and J. Florschütz-de Ward,N/A,N/A,Suriname,N/A,N/A,N/A,"Brownsberg, trail to Leo Val","Brownsberg, trail to Leo Val",Rainforest,log,ca. 500 m,N/A,1065613,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/564/C2077579F.jpg,C2077579F,H.Cornelissen & S.R.Gradstein,H. Cornelissen,S. R. Gradstein,C076,8 March 1977,1977-03-08,N/A,Pilosium chlorophyllum (Hornsch.) C. Müll.,Pilosium chlorophyllum (Hornsch.) C. Müll.,J. Florschütz-de Ward,N/A,N/A,Guyana,N/A,N/A,N/A,"Mabura Hill, 180 km S of Georgetown","Mabura Hill, 180 kilometers south of Georgetown",On rotting tree in mixed rain forest,tree,0-50 m,5°20'N 58°40'W,1091586,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/565/C2077580F.jpg,C2077580F,R. Spruce,R. Spruce,N/A,1321,s.d.,s.d.,N/A,Stereophyllum chlorophyllum. Hornsch.,Pilosium chlorophyllum (Hornsch.) Müll. Hal.,R.R. Ireland and W.R. Buck,1992,N/A,Brazil,N/A,N/A,N/A,Fl. Amazon prope Para,Flumen Amazon prope Pará,N/A,N/A,N/A,N/A,1078188,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2537/566/C2077581F.jpg,C2077581F,Richard Evans Schultes et Isidoro Cabrera,R. E. Schultes,I. Cabrera,17922,"Oct. 22, 1952",1952-10-22,N/A,Pilosium chlorophyllum (Hornsch.) Jaeg.,Pilosium chlorophyllum (Hornsch.) Jaeg.,H. A. Crum,1956,N/A,Colombia,Vaupés,N/A,Mitú,Río Vaupés: Mitú and vicinity. Cerro Mitú,"Río Vaupés, Mitú and vicinity, Cerro Mitú",On rotten log,log,N/A,"1°0' N, 70°5' W",1055492,Mix of Handwritten and Typed,no type status
