accessURI,catalogNumber,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus,"Based on the visible herbarium label, here's the transcription following your specified format",Error 529,"Based on the herbarium label images, here is the transcription following your specified format"
https://fm-digital-assets.fieldmuseum.org/1121/693/C0616676F.jpg,C0616676F,COL.J. DORANTES NO. 455,J. Dorantes,N/A,455,01/01/1972,1972-01-01,N/A,WOODWARDIA SPINULOSA MART. & GAL.,WOODWARDIA SPINULOSA MART. & GAL.,I. Mónica Palacios-Rios,"September, 2000",N/A,MEXICO,VERACRUZ,JALAPA,N/A,ALTO DEL GATO.,ALTO DEL GATO.,BOSQUE CADUCIFOLIO VEG.PRIMARIA SUELO ROJO ARCILLOSO MUY ABUNDANTE HELECHO TAM. 1.30 M. PERENNE VEG. RIPARIA,N/A,MAPA 38.5 29.0,P005051|1730602,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1086/214/C0644079F.jpg,C0644079F,"A. Monteagudo, C. Mateo, G. Ortiz. 4909",A. Monteagudo,C. Mateo|G. Ortiz,4909,10 Abril 2003,2003-04-10,N/A,Blechnum occidentalis L.,Blechnum occidentalis L.,H. van der Werff,2005,N/A,PERU,Pasco,Oxapampa,Distrito Pozuzo,"Parque Nacional Yanachaga Chemillen Pozuzo Sector Pan de Azúcar, Zona de Recuperación. Bosque ribereño.","Parque Nacional Yanachaga Chemillen Pozuzo Sector Pan de Azúcar, Zona de Recuperación. Bosque ribereño.","Helecho terrestre adpreso a la roca, soros marrones",1100-1250m,10°15'S 75°13'W,N° 2287355|C0644079F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1098/449/C0658238F.jpg,C0658238F,"Ynes Mexia, No.8066",Y. Mexia,N/A,8066,"May 14,1936",1936-05-14,N/A,Adiantum pulverulentum L.,Adiantum pulverulentum L.,F. M. Tryon,1959,N/A,Peru,Cusco,La Convencion,N/A,upper valley of Rio Sambray; western affluent of Vilcanota; along stream in virgin forest,upper valley of Rio Sambray; western affluent of Vilcanota; along stream in virgin forest,Common; scattered,Alt. about 1800 m,N/A,1065396|C0658238F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1079/847/C0637474F.jpg,C0637474F,J.I. Calzada,J. I. Calzada,N/A,5759,11-enero-1980,1980-01-11,N/A,Diplazium franconis Liebm.,Diplazium franconis Liebm.,Robert G. Stolze,1983,"Liquidambar styraciflua, Quercus sp., Alnus sp.",México,Veracruz,Xico,Xico,Ranchería de Coatitilán,Ranchería de Coatitilán,"Bosque Caducifolio, Muy húmedo, Café arcilloso, Escasa, Hierba, 1 mts., soros cafés",1800 m.s.n.m.,"19° 23' N, 97° 04' W",1894963,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1079/274/C0636906F.jpg,C0636906F,Antonio Molina R.,A. Molina R.,N/A,1427,"Nov. 4, 1948",1948-11-04,N/A,Thelypteris piloso-hispida (Hook) Morton,Thelypteris rudis (Kunze)Proctor,A. R. Smith,1974,N/A,HONDURAS,Morazán,N/A,N/A,"Helecho arboreo. Bosque lluvioso, norte de la Mt. Uyuca, caminos Tatumbla, Labranza y Quebrada El Granadillo, sobre la Mt. Uyuca, Drainage of the Rio Yeguare, at about Longitude 87° W. and Latitude 14° N., Department of Morazán","Helecho arboreo. Bosque lluvioso, norte de la Mt. Uyuca, caminos Tatumbla, Labranza y Quebrada El Granadillo, sobre la Mt. Uyuca, Drainage of the Rio Yeguare, at about Longitude 87° W. and Latitude 14° N., Department of Morazán",Bosque lluvioso,Alt. 1800 m,Longitude 87° W. and Latitude 14° N.,1394536|C0636906F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1072/569/C0665739F.jpg,C0665739F,"B.León, K.Young & N.Huapaya",B. León,K. Young | N. Huapaya,2911,10 setiembre 1991,1991-09-10,N/A,Thelypteris eucholora (Sod.) Reed,Thelypteris eucholora (Sod.) Reed,Robert G. Stolze,19 92,N/A,PERU,CUZCO,PAUCARTAMBO,N/A,"Bosque de Nubes, Río La Unión. En ladera","Bosque de Nubes, Río La Unión. En ladera","Hierba, rizoma masivo rastrero, hojas 1.5 m largo, pinnas reducidas base nectarios presentes",1700-1800 m,N/A,C0665739F | 2112158,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1137/337/C0626158F.jpg,C0626158F,"Louis O. Williams, Antonio Molina R., Terua P. Williams, Dorothy N. Gibson, and Chester Laskowski",L. O. Williams,Antonio Molina R.|Terua P. Williams|Dorothy N. Gibson|Chester Laskowski,27621,"January 15, 1963",1963-01-15,N/A,Polypodium blepharodes Maxon,Grammitis blepharodes (Maxon) Seymour,R. Stolze,1965,N/A,NICARAGUA,Matagalpa,N/A,N/A,"Montane rain forest, or cloud forest, Disparate de Potter, Sta. Maria de Ostuma, Cordillera Central de Nicaragua, Department of Matagalpa, alt. 1600 m","Montane rain forest, or cloud forest, Disparate de Potter, Sta. Maria de Ostuma, Cordillera Central de Nicaragua, Department of Matagalpa, alt. 1600 meters",Epiphyte on mossy tree,alt. 1600 m,N/A,1626179|C0626158F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1072/487/C0665657F.jpg,C0665657F,Ken Young & Mark Eisenberg 265,K. Young,M. Eisenberg,265,20 April 1981,1981-04-20,N/A,Thelypteris (subg. Amauropelta) cheilanthoides (Kunze) Proctor,Thelypteris (subg. Amauropelta) cheilanthoides (Kunze) Proctor,A.R. Smith,1989,N/A,PERU,Cuzco,La Convencion,Quillabamba,"Dept. Cuzco; Prov. La Convencion. Just east of Quillabamba. Finca Chichima; cocoa, coffee, yuca, mangoes, bananas, corn crops grown. Alt. 1300-1400 m","Dept. Cuzco; Prov. La Convencion. Just east of Quillabamba. Finca Chichima; cocoa, coffee, yuca, mangoes, bananas, corn crops grown",Fern. Terrestrial; 1 m tall,1300-1400 m,N/A,N° 2038794|C0665657F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/330/762/C0045536F.jpg,C0045536F,Thomas G. Lammers,T. G. Lammers,N/A,10674,9 May 1998,1998-05-09,N/A,Dryopteris carthusiana (Vill.) H.P. Fuchs,Dryopteris carthusiana (Vill.) H.P. Fuchs,N/A,N/A,N/A,United States of America,Illinois,Cook Co.,Palos Twp.,"Swallow Cliffs Woods Forest Preserve, southwest of the jct. of US Hwy 45 and State Hwy 83","Swallow Cliffs Woods Forest Preserve, southwest of the junction of US Highway 45 and State Highway 83",Local in mesic maple-basswood forest on steep slopes of deep ravine south of toboggan run,N/A,N/A,2228497 | C0045536F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1139/892/C0627900F.jpg,C0627900F,"Louis O. Williams, Antonio Molina R., Albertina R. Molina",Louis O. Williams,Antonio Molina R.|Albertina R. Molina,12562,"Mayo 22, 1963",1963-05-22,N/A,Polypodium montigenum Maxon,Polypodium montigenum Maxon,A. Molina R.,N/A,N/A,EL SALVADOR,Santa Ana,N/A,N/A,Bosque abierto de Montaña Montecristo,Bosque abierto de Montaña Montecristo,Epífita,Alt. 2000 m,N/A,0267222|C0627900F|1661895,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/217/945/V0082645F.jpg,V0082645F,M. O. Dillon 5376,M. O. Dillon,N/A,5376,21 Dec 1987,1987-12-21,N/A,Notholaena mollis Kunze,Notholaena mollis Kunze,N/A,N/A,Cheilanthes mollis,Chile,Antofagasta,Antofagasta,N/A,"Cerro Perales, ca. 5 km E of Taltal, 600-850 m alt. (25° 25' S, 70° 25' W)","Cerro Perales, ca. 5 kilometers East of Taltal","Terrestrial, growing in rock crevices",600-850 m,"25° 25' S, 70° 25' W",N° 2010984,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1073/191/C0666362F.jpg,C0666362F,ROLLA M. & ALICE F. TRYON 6566,R. M. Tryon,A. F. Tryon,6566,23 October 1965,1965-10-23,N/A,Thelypteris lindigii (C.Chr.) Alston,"Thelypteris rufa (Poir.) A.R.Smith, ined.",A. R. Smith,"1979, 1989",N/A,PERU,ANCASH,N/A,N/A,"Road from Huaras to Cusma, west valley","Road from Huaras to Cusma, west valley",damp shaded rocks,2800 m,N/A,C0666362F|1833066,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1073/037/C0666207F.jpg,C0666207F,E. P. KILLIP & A. C. SMITH | Collectors,E. P. Killip,A. C. Smith,29741,"September 20-22, 1929",1929-09-20,1929-09-22,Dryopteris megalodus (Schk.) Urban,Thelypteris pennata (Poiret) C. Morton,Alan R. Smith,1989,N/A,Peru,Loreto,N/A,N/A,"Dept. Loreto: Soledad, on Rio Itaya; alt. about 110 meters; dense forest","Soledad, on Rio Itaya; dense forest",dense forest,alt. about 110 meters,N/A,C0666207F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1073/036/C0666206F.jpg,C0666206F,E. P. KILLIP } Collectors,E. P. Killip,A. C. Smith,29437,"September 18, 1929",1929-09-18,N/A,Dryopteris megalodus (Schk.) Urban,Thelypteris pennata (Poiret) C. Morton,Alan R. Smith,1989,N/A,Peru,Loreto,N/A,N/A,"Dept. Loreto: San Antonio, on Rio Itaya; alt. about 110 meters; dense forest","San Antonio, on Rio Itaya; dense forest",dense forest,alt. about 110 meters,N/A,1520627,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1073/033/C0666203F.jpg,C0666203F,COLL. MACBRIDE & FEATHERSTONE,J. F. Macbride,Featherstone,1622,"JULY 8-22, 1922",1922-07-08,1922-07-22,Dryopteris Pavoniana (Kl.) C.Chr.,Thelypteris pavoniana (Kl.) Tryon,Alan R. Smith,1979,N/A,PERU,N/A,N/A,MITO,Sunny dirt ledgs of the grass-shrub formation,Sunny dirt ledgs of the grass-shrub formation,Sunny dirt ledgs of the grass-shrub formation,ABOUT 9000 FT,N/A,518129|C0666203F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1073/032/C0666202F.jpg,C0666202F,J. J. WURDACK No. 705,J. J. Wurdack,N/A,705,1 June 1962,1962-06-01,N/A,Thelypteris (Thelypteris) pavoniana (Klotzsch),Thelypteris pavoniana (Klotzsch) Tryon,Alan R. Smith,"1979, 1989",N/A,Peru,Amazonas,Chachapoyas,N/A,"Upper slopes of Puma-urcu east-southeast of Chachapoyas, elev. 2700-3000 m",Upper slopes of Puma-urcu east-southeast of Chachapoyas,"On banks, locally frequent",2700-3000 m,N/A,1647265|C0666202F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1072/942/C0666112F.jpg,C0666112F,ROLLA M. TRYON & ALICE F. TRYON,R. M. Tryon,A. F. Tryon,5202,"Aug. 13, 1956",1956-08-13,N/A,Thelypteris Dryopteris,Thelypteris opulenta (Kaulf.) Fosberg,A. R. Smith,"1979, 1990",N/A,PERU,LORETO,Maynas,Iquitos,"Rio Itaya, 10 km. s. of Iquitos","Rio Itaya, 10 kilometers south of Iquitos",In old banana planting,N/A,N/A,1587072|C0666112F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1081/508/C0639123F.jpg,C0639123F,"Louis O. Williams, Antonio Molina R. and Terua P. Williams",Louis O. Williams,Antonio Molina R.|Terua P. Williams,23634,"January 8-15, 1963",1963-01-08,1963-01-15,Lycopodium clavatum L.,Lycopodium clavatum L.,C. V. Morton & D. B. Lellinger,1964,N/A,NICARAGUA,Matagalpa,N/A,N/A,"Cloud forest area, Sta. María de Ostuma, Cordillera Central de Nicaragua between Matagalpa and Jinotega, Department of Matagalpa, alt. 1300-1500 meters","Cloud forest area, Sta. María de Ostuma, Cordillera Central de Nicaragua between Matagalpa and Jinotega, Department of Matagalpa, alt. 1300-1500 meters",Terrestrial on open bank,alt. 1300-1500 meters,N/A,1604338|C0639123F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1748/926/C0675553F.jpg,C0675553F,"John T. Atwood, Jr.",J. T. Atwood,N/A,77105,8 Feb. 1977,1977-02-08,N/A,Adiantum trapeziforme L.,Adiantum poiretii McCarthy & Hickey,M. R. McCarthy,2012,N/A,Nicaragua,Granada,N/A,N/A,Volcan Mombacho. Lower cloud forest near Finca Cutirre,Volcan Mombacho. Lower cloud forest near Finca Cutirre,Lower cloud forest,N/A,N/A,1868242,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1749/002/C0675619F.jpg,C0675619F,H. et al.,H. Hinton,et al.,7644,4-21-35,1935-04-21,N/A,Adiantum trapeziforme L.,Adiantum exuberans McCarthy & Hickey,M. R. McCarthy,2012,N/A,Mexico,Mexico,Temascaltepec,Pantoja,Pantoja,Pantoja,dry barranca,N/A,N/A,954869,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1751/323/C0355438F.jpg,C0355438F,Leg. R.A.Maas Geesteranus,R. A. Maas Geesteranus,N/A,5744,12-VIII-1949,1949-08-12,N/A,Asplenium dregeanum Kze.,Asplenium sandersonii Hook.,R. Faden,1976,Conopharyngia holstii,Kenya,Nyanza,Kericho,N/A,"South Western Mau Forest Reserve, camp 8, lat. 0°36'30"" S., long. 35°18'20"" E.","South Western Mau Forest Reserve, camp 8","riparian-woodland along the river Itare, among others with Conopharyngia holstii; epiphytic, frond fairly pale green; shaded, frequent",1920 m s.m.,"lat. 0°36'30"" S., long. 35°18'20"" E.",1445440 | C0355438F,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1824/625/C0359489F.jpg,C0359489F,"M. Véliz con J. M. Véliz, J. Charco, H. Sains, J. Lopez y R. Esteban",M. Véliz,J. M. Véliz|J. Charco|H. Sains|J. Lopez|R. Esteban,MV 16199,22/XI/2005,2005-11-22,N/A,Lophosoria quadripinnata (J.F. Gmel)C. Chr. var quadripinnata,Lophosoria quadripinnata (J.F. Gmel)C. Chr. var quadripinnata,M. Véliz,24/XI/2005,Quercus sp,GUATEMALA,Jalapa,N/A,Aldea San Raymundo,río Manzanillos,río Manzanillos,"Helecho muy frecuente, con frondes compuestos, glaucos en el envés; creciendo dentro de bosque de Quercus sp",2308 msnm,14° 33' 43.7 N; 90° 06' 19.7 O,2298970|C0359489F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1752/612/C0662895F.jpg,C0662895F,"PLANTS COLLECTED BY CHAS. F. MILLSPAUGH, M.D., DURING THE WEST-INDIAN CRUISE OF THE AUXILIARY S. YACHT ""UTOWANA"" ALLISON V. ARMOUR, ESQ., OWNER AND MASTER",C. F. Millspaugh,N/A,893,JAN. 28-FEB. 6,1899-01-28,1899-02-06,Asplenium dentatum L.,Asplenium dentatum L.,N/A,N/A,N/A,JAMAICA,N/A,N/A,PORT ANTONIO,PORT ANTONIO,PORT ANTONIO,N/A,N/A,N/A,N/A,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1847/286/C0363828F.jpg,C0363828F,T. G. YUNCKER,T. G. Yuncker,N/A,"17,429","Nov. 17, 1957",1957-11-17,N/A,Lycopodium cernuum L.,Lycopodium cernuum L.,N/A,N/A,N/A,Jamaica,St. Andrew,N/A,N/A,"Scrambling over side of cut, along trail near Bellevue. Alt. 3000-4000 ft.","Scrambling over side of cut, along trail near Bellevue. Alt. 3000-4000 feet",N/A,3000-4000 ft.,N/A,N/A,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1847/445/C0363985F.jpg,C0363985F,Carvalho,Carvalho,N/A,2092,25-VII-1986,1986-07-25,N/A,Lycopodiella cernua (L.) Pic.-Serm.,Lycopodiella cernua (L.) Pic.-Serm.,J. Fernández Casas,1991,N/A,Equatorial Guinea,BIOCO,N/A,Malabo,"Malabo - Basilé, km 13, cerca de Basilé, 32NMK7808, 390 m, márgenes de la carretera","Malabo - Basilé, km 13, cerca de Basilé, márgenes de la carretera",Postrada. Forma pequeñas colonias dispersas,390 m,32NMK7808,2201362|C0363985F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1847/568/C0363442F.jpg,C0363442F,Henk van der Werff,Henk van der Werff,N/A,11699,12 June 1990,1990-06-12,N/A,Diplazium assimile (Endl.) Bedd.,Diplazium assimile (Endl.) Bedd.,Henk van der Werff,1991,N/A,AUSTRALIA,QUEENSLAND,N/A,N/A,"Boonjee logging area, at base of Mt. Bartle Frere","Boonjee logging area, at base of Mt. Bartle Frere","Rainforest. Terrestrial fern, fronds 1 m tall. Rhizome erect. In sets of two",N/A,145°43'E 17°25'S,C0363442F | 2094887,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2128/136/C0378283F.jpg,C0378283F,"M. Tagawa & K. Iwatsuki, No. 1150",M. Tagawa,K. Iwatsuki,1150,"July 28, 1956",1956-07-28,N/A,Diplazium amabile (Tag.) Tag.,Diplazium amabile (Tag.) Tag.,N/A,N/A,N/A,Japan,Kyushu,Kagoshima,Kanoya City,"western slope of Mt. Hoyoshi, south of Kanoya City","western slope of Mt. Hoyoshi, south of Kanoya City",Wet rocky slope in densely wooded ravine,N/A,N/A,1475055|C0378283F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1862/027/C0364726F.jpg,C0364726F,W. Takeuchi & J. Wiakabu,W. Takeuchi,J. Wiakabu,9366,"February 5, 1994",1994-02-05,N/A,Blechnum ledermanni Brause,Blechnum ledermanni Brause,N/A,N/A,N/A,Papua New Guinea,New Ireland,N/A,N/A,New Ireland; Hans Meyer Range. Site 4 on the expedition report,New Ireland; Hans Meyer Range. Site 4 on the expedition report,Pristine subcloud forest dominated by bryophytic and ferny growth,c. 1800 m,4°25'S X 152°59'E,0FCZ0683-A|2158436,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1864/937/C0366013F.jpg,C0366013F,Coll: Tagawa & Iwatsuki,Tagawa,Iwatsuki,888,"May 20, 1956",1956-05-20,N/A,Dryopteris crassirhizoma Nakai,Dryopteris crassirhizoma Nakai,N/A,N/A,N/A,JAPAN,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,1478001|C0366013F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1863/394/C0366453F.jpg,C0366453F,Coll. J. Ohwi,J. Ohwi,N/A,NSM. No. 202,April 1951,1951-04-00,N/A,Polystichum tripteron Presl,Polystichum tripteron Presl,N/A,N/A,N/A,Japan,Honshu,Sagami,N/A,Jimmuji in Sagami,Jimmuji in Sagami,N/A,N/A,N/A,1464206,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1862/882/C0364207F.jpg,C0364207F,Father Morice Vanoverbergh,M. Vanoverbergh,N/A,3591,April 19 13,1913-04-19,N/A,Asplenium contiguum.Kaulf,Asplenium contiguum Kaulf,N/A,N/A,N/A,Philippines,Luzon,Bontoc Subprovince,N/A,Bontoc Subprovince. Luzon,Bontoc Subprovince. Luzon,N/A,N/A,N/A,C0364207F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1897/625/C0376117F.jpg,C0376117F,R.B. & A.J.Faden,R. B. Faden,A. J. Faden,77/53,5 Jan. 1977,1977-01-05,N/A,Pyrossia lanceolata (L.) Farw.,Pyrossia lanceolata (L.) Farw.,D. B. Lellinger,1979,N/A,Ceylon,North Western Province,Kurunegala District,N/A,"Doluwakanda Hill, ca. 7°37'N, 80°24'30""E",Doluwakanda Hill,Forest. Locally common. Lithophyte. Rhizome creeping; fronds widely spaced,600 m,"ca. 7°37'N, 80°24'30""E",2014294,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1904/108/C0377881F.jpg,C0377881F,"By Albert N. Steward, C. Y. Chiao, and H. C. Cheo",Albert N. Steward,C. Y. Chiao|H. C. Cheo,344,"Sept. 4, 1931",1931-09-04,N/A,Dryopteris Esquirolii Christ,Thelypteris esquirolii (Christ) Ching,N/A,N/A,N/A,China,Kweichow,N/A,N/A,"Ta Ho Yen, FAN CHING SHAN","Ta Ho Yen, FAN CHING SHAN","moist brushy slope, Sori black",alt. 980 m,N/A,779919|C0377881F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1909/756/C0382365F.jpg,C0382365F,J. F. Barcelona,J. F. Barcelona,N/A,48,November 19 89,1989-11-00,N/A,Selaginella cf. repanda,Selaginella philippina Spring,Julie F. Barcelona,13 Sept. 2005,N/A,Philippines,"W. Visayas, Panay I.",Antique,Sibalom,"Antique, Sibalom, Egaña, around",Egaña - on shaded & moist areas,in shaded & moist places along riverbank,N/A,N/A,PNH No. 190135|018274-1|2210265,Mix of Handwritten and Typed,DUPLICATE,,,
https://fm-digital-assets.fieldmuseum.org/1896/920/C0368029F.jpg,C0368029F,Col. L. & A. Fay,L. Fay,A. Fay,1206,11 Apr 1985,1985-04-11,N/A,FERN Drynaria laurentii (Christ.) Hieron.,Drynaria laurentii (Christ.) Hieron.,N/A,N/A,N/A,LIBERIA,N/A,N/A,N/A,"Cuttington University College. Alt. 250 m. On tree trunk about 10' from ground; common in groves of rubber trees, on trunks","Cuttington University College. Alt. 250 meters. On tree trunk about 10 feet from ground; common in groves of rubber trees, on trunks","On tree trunk about 10' from ground; common in groves of rubber trees, on trunks",Alt. 250 m,N/A,N° 2111378,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1990/120/C0356535F.jpg,C0356535F,Coll. H. St. John,H. St. John,N/A,16662,"Aug. 26, 1934",1934-08-26,N/A,Humata banksii Alston,Humata banksii Alston,E.B. Copeland,N/A,N/A,RURUTU,Austral Islands,N/A,N/A,"Northwest slope of Teape, Teti woods, on mossy tree limb, altitude 350 meters","Northwest slope of Teape, Teti woods, on mossy tree limb, altitude 350 meters","Epiphyte. Fronds mostly pendent, coriaceous",altitude 350 meters,N/A,1435764,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1995/841/C0383576F.jpg,C0383576F,T. G. YUNCKER,T. G. Yuncker,N/A,"18,561","Mar. 30, 1958",1958-03-30,N/A,Selaginella plana (Desv.) Hieron.,Selaginella plana (Desv.) Hieron.,N/A,N/A,N/A,Jamaica,Portland,N/A,N/A,"On wet embankment along trail, rain forest, John Crow Mts., 1.5-2 miles southwest of Ecclesdown","On wet embankment along trail, rain forest, John Crow Mts., 1.5-2 miles southwest of Ecclesdown","wet embankment along trail, rain forest",Alt. 1500-2500 ft.,N/A,1481969 | C0383576F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1982/572/C0383180F.jpg,C0383180F,A. CARESTIA,A. Carestia,N/A,s.n.,1871,1871-00-00,N/A,LYCOPODIUM COMPLANATUM L.,Lycopodium complanatum L.,Joan H. Wilce,1962,Lycopodium chamae-cyparissus Br.,N/A,N/A,Valsesia,Scopello,Salita alla Boscarola presso Scopello in Valsesia,Salita alla Boscarola presso Scopello in Valsesia,N/A,N/A,N/A,Erb. Critt. Ital. Ser. II 851|Erb. Critt. ital. I. 106,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/1991/498/C0358423F.jpg,C0358423F,coll. G.J. Chamberlain,G. J. Chamberlain,N/A,s.n.,"Oct. 15, 1911",1911-10-15,N/A,Trichomanes reniforme,Trichomanes reniforme,N/A,N/A,N/A,New Zealand,N/A,N/A,Ohakune,Ohakune,Ohakune,N/A,N/A,N/A,1407795|C0358423F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2116/918/C0662992F.jpg,C0662992F,"R. L. Wilbur no. 8185, E. L. Dunn, H. A. Hespenheide, D. R. Wiseman",R. L. Wilbur,E. L. Dunn|H. A. Hespenheide|D. R. Wiseman,8185,2 August 1964,1964-08-02,N/A,Hemidaria grandifolia (Willd.),Cnemidaria grandifolia (Willd.) Proctor var. grandifolia,R. L. Wilbur,1966,N/A,"DOMINICA, WEST INDIES",N/A,Parish of St. Paul,N/A,Disturbed rainforest in the upper Layou Valley about 5 miles from Clarke Hall towards Pont Cassé,Disturbed rainforest in the upper Layou Valley about 5 miles from Clarke Hall towards Pont Cassé,Common fern with trunk 2 dm. high. Fronds 2 m. long,N/A,N/A,1670026,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2128/029/C0377971F.jpg,C0377971F,R.B. & A.J.Faden,R. B. Faden,A. J. Faden,77/31,2 Jan 1977,1977-01-02,N/A,= Thelypteris,Thelypteris,N/A,N/A,N/A,Ceylon,Central Province,Nuwara Eliya District,N/A,"between mile posts 46/3 and 46/4 on Nuwara Eliya-Kandy road, 6°59'N,80°45'E",between mile posts 46/3 and 46/4 on Nuwara Eliya-Kandy road,Shady moist bank near stream. Local and uncommon,ca 1980 m,"6°59'N,80°45'E",2089703|C0377971F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/326/926/C0003693F.jpg,C0003693F,leg. HK.,H. K.,N/A,68/641,5.VII.1968,1968-07-05,N/A,Crucispora naucorioides HK. 1971 (Typus),Crucispora naucorioides HK. 1971,N/A,N/A,"Cyathea dealbata, C. smithii, Phyllocladus, Podocarpus",New Zealand,N/A,N/A,N/A,"in Humus unter Cyathea dealbata, C. smithii, Phyllocladus, Podocarpus,etc.; Kauaeranga Valley, Coromandel Peninsula,N.Z.","in Humus unter Cyathea dealbata, C. smithii, Phyllocladus, Podocarpus,etc.; Kauaeranga Valley, Coromandel Peninsula","in Humus unter Cyathea dealbata, C. smithii, Phyllocladus, Podocarpus,etc.",N/A,N/A,1017207 | C0003693F,Typed,Typus,,,
https://fm-digital-assets.fieldmuseum.org/407/128/C0004429F.jpg,C0004429F,Coll. Singer,Singer,N/A,B 7463,14 V 1973,1973-05-14,N/A,HYGROCYBE DIMORPHOBASIDIATA Sing.,HYGROCYBE DIMORPHOBASIDIATA Sing.,N/A,N/A,N/A,ECUADOR,Napo,N/A,Lago Agrio,Lago Agrio,Lago Agrio,Ad terram in hylaea,N/A,N/A,1017827|C0004429F,Typed,TYPUS!,,,
https://fm-digital-assets.fieldmuseum.org/407/130/C0004430F.jpg,C0004430F,Coll. Singer M10517,Singer,N/A,M10517,23 II 1988,1988-02-23,N/A,HYGROCYBE FUEGIANA Sing. (= H. rosea sensu Horak),HYGROCYBE FUEGIANA Sing.,N/A,N/A,Sphagnum spec. and Rubus geoides,ARGENTINA,Tierra del Fuego,Departamento Ushuaia,N/A,"road Ushuaya-Lago Fagnano, SW of highest point","road Ushuaya-Lago Fagnano, SW of highest point",Gregarious in bog margin with Sphagnum spec. and Rubus geoides,N/A,N/A,F1075922 | C0004430F,Typed,HOLOTYPE,,,
https://fm-digital-assets.fieldmuseum.org/276/684/C0000578F.jpg,C0000578F,"John J. Engel, Matt von Konrat & John E. Braggins",John J. Engel,Matt von Konrat | John E. Braggins,23773,12 February 2003,2003-02-12,N/A,Telaranea lindenbergii var. papillata Engel & Merr.,Telaranea lindenbergii var. papillata Engel & Merr.,N/A,N/A,"Blechnum novae-zealandiae, Weinmannia, Dicksonia squarrosa, Leptospermum scoparium",New Zealand,North Island,Auckland Prov.,N/A,"Whareorino Forest, start of track to Leitch's Hut, 280 m., 38° 24.5' S., 174° 49.8' E.","Whareorino Forest, start of track to Leitch's Hut, 280 meters","On clayey bank. Clay banks with Blechnum novae-zealandiae overhang, Weinmannia and Dicksonia squarrosa dominant canopy and occasional Leptospermum scoparium",280 m.,"38° 24.5' S., 174° 49.8' E.",1173554,Typed,Holotype,,,
